minute,player,team,xG,PSxG,outcome,distance,body_part,notes,SCA 1,SCA 1,SCA 2,SCA 2
90+4,Lyle Foster,Burnley,0.09,,Off Target,18.0,Right Foot,,Josh Brownhill,Pass (Live),Jacob Bruun Larsen,Pass (Live)
90+7,Charlie Taylor,Burnley,0.02,,Blocked,29.0,Left Foot,,Connor Roberts,Pass (Live),Josh Brownhill,Pass (Dead)
90+7,Charlie Taylor,Burnley,0.03,,Off Target,20.0,Left Foot,Volley,Charlie Taylor,Shot,,
15,Harry Toffolo,Nott'ham Forest,0.01,0.07,Saved,34.0,Left Foot,,Nicolás Domínguez,Pass (Live),Callum Hudson-Odoi,Pass (Live)
16,Serge Aurier,Nott'ham Forest,0.02,,Off Target,27.0,Right Foot,,Orel Mangala,Pass (Live),Orel Mangala,Pass (Live)
18,Serge Aurier,Nott'ham Forest,0.01,0.08,Saved,28.0,Right Foot,,Murillo,Pass (Live),Nicolás Domínguez,Pass (Live)
21,Morgan Gibbs-White,Nott'ham Forest,0.12,,Woodwork,18.0,Right Foot,Volley,Murillo,Pass (Live),Matt Turner,Pass (Live)
22,Orel Mangala,Nott'ham Forest,0.08,,Off Target,17.0,Right Foot,,Ibrahim Sangaré,Pass (Live),Callum Hudson-Odoi,Pass (Live)
28,Morgan Gibbs-White,Nott'ham Forest,0.03,,Off Target,18.0,Right Foot,Volley,Chris Wood,Pass (Live),Serge Aurier,Pass (Dead)
33,Jordan Ayew,Crystal Palace,0.31,,Off Target,10.0,Right Foot,Volley,Joachim Andersen,Pass (Live),Jesuran Rak Sakyi,Pass (Live)
41,Jesuran Rak Sakyi,Crystal Palace,0.07,,Blocked,13.0,Left Foot,Volley,Odsonne Édouard,Pass (Live),Marc Guéhi,Pass (Live)
45+2,Murillo,Nott'ham Forest,0.28,0.35,Saved,15.0,Right Foot,,Murillo,Take-On,Murillo,Take-On
45+2,Murillo,Nott'ham Forest,0.2,0.04,Saved,10.0,Right Foot,Volley,Murillo,Shot,,
52,Willy Boly,Nott'ham Forest,0.05,,Blocked,8.0,Head,,Morgan Gibbs-White,Pass (Dead),Ibrahim Sangaré,Fouled
52,Orel Mangala,Nott'ham Forest,0.03,,Off Target,16.0,Right Foot,Volley,Willy Boly,Shot,,
61,Gonzalo Montiel,Nott'ham Forest,0.03,,Blocked,13.0,Right Foot,Volley,Harry Toffolo,Pass (Live),Nicolás Domínguez,Pass (Live)
61,Willy Boly,Nott'ham Forest,0.08,,Off Target,8.0,Head,,Morgan Gibbs-White,Pass (Dead),Gonzalo Montiel,Shot
63,Jean-Philippe Mateta,Crystal Palace,0.21,,Off Target,16.0,Right Foot,,Odsonne Édouard,Pass (Live),Tyrick Mitchell,Pass (Live)
67,Jesuran Rak Sakyi,Crystal Palace,0.08,,Blocked,11.0,Left Foot,,Jesuran Rak Sakyi,Take-On,Marc Guéhi,Pass (Live)
69,Jean-Philippe Mateta,Crystal Palace,0.01,0.06,Saved,12.0,Head,,Marc Guéhi,Fouled,,
70,Jordan Ayew,Crystal Palace,0.08,,Off Target,10.0,Head,,Tyrick Mitchell,Pass (Live),Will Hughes,Pass (Live)
73,Jordan Ayew,Crystal Palace,0.02,0.07,Saved,30.0,Right Foot,,Tyrick Mitchell,Pass (Live),Will Hughes,Pass (Live)
78,Gonzalo Montiel,Nott'ham Forest,0.06,,Blocked,21.0,Right Foot,Volley,,,,
81,Nathaniel Clyne,Crystal Palace,0.03,,Off Target,18.0,Right Foot,,Tyrick Mitchell,Pass (Live),Nathaniel Clyne,Pass (Live)
85,Cheikhou Kouyate,Nott'ham Forest,0.05,,Off Target,25.0,Right Foot,,Nicolás Domínguez,Pass (Live),Cheikhou Kouyaté,Pass (Live)
86,Anthony Elanga,Nott'ham Forest,0.03,,Blocked,14.0,Right Foot,Volley,Cheikhou Kouyaté,Shot,,
89,Nicolas Dominguez,Nott'ham Forest,0.03,0.27,Saved,20.0,Left Foot,,Morgan Gibbs-White,Pass (Live),Nicolás Domínguez,Pass (Live)
8,James Garner,Everton,0.14,0.12,Goal,19.0,Right Foot,,,,,
13,Dominic Solanke,Bournemouth,0.02,,Off Target,15.0,Right Foot,Volley,Marcus Tavernier,Pass (Live),Lewis Cook,Pass (Live)
16,Dwight McNeil,Everton,0.04,,Off Target,17.0,Left Foot,,Abdoulaye Doucouré,Pass (Live),Amadou Onana,Pass (Live)
18,Jack Harrison,Everton,0.05,,Blocked,13.0,Right Foot,Deflected,Jack Harrison,Take-On,Ashley Young,Interception
18,Abdoulaye Doucoure,Everton,0.08,0.07,Saved,17.0,Right Foot,Deflected,Jarrad Branthwaite,Pass (Live),Jack Harrison,Shot
22,Jack Harrison,Everton,0.03,,Blocked,20.0,Left Foot,Volley,Vitaliy Mykolenko,Pass (Live),,
30,Milos Kerkez,Bournemouth,0.02,,Blocked,30.0,Left Foot,,Lewis Cook,Pass (Live),Ryan Christie,Pass (Live)
31,Philip Billing,Bournemouth,0.07,,Blocked,8.0,Left Foot,Volley,Dango Ouattara,Pass (Live),Lewis Cook,Pass (Live)
33,James Garner,Everton,0.03,,Off Target,28.0,Right Foot,,James Tarkowski,Pass (Live),Amadou Onana,Pass (Live)
35,Dango Ouattara,Bournemouth,0.03,,Off Target,20.0,Right Foot,Volley,Philip Billing,Pass (Live),Marcus Tavernier,Pass (Dead)
37,Vitaliy Mykolenko,Everton,0.05,,Blocked,12.0,Left Foot,Volley,Dwight McNeil,Pass (Dead),Ashley Young,Pass (Live)
37,Jack Harrison,Everton,0.02,0.05,Goal,26.0,Left Foot,,Jarrad Branthwaite,Pass (Live),James Garner,Pass (Dead)
44,Ashley Young,Everton,0.01,,Off Target,29.0,Right Foot,Volley,James Garner,Pass (Live),Dominic Calvert-Lewin,Pass (Live)
44,Ashley Young,Everton,0.05,,Off Target,24.0,Right Foot,,Ashley Young,Shot,,
45+2,Dominic Calvert-Lewin,Everton,0.18,,Woodwork,7.0,Head,,Jack Harrison,Pass (Live),Abdoulaye Doucouré,Pass (Live)
45+2,Amadou Onana,Everton,0.12,,Off Target,10.0,Right Foot,,Dwight McNeil,Pass (Live),Amadou Onana,Pass (Live)
47,Abdoulaye Doucoure,Everton,0.07,0.08,Saved,14.0,Left Foot,,,,,
48,Marcus Tavernier,Bournemouth,0.02,,Blocked,28.0,Left Foot,,Joe Rothwell,Pass (Live),Philip Billing,Pass (Live)
59,Dominic Calvert-Lewin,Everton,0.04,,Off Target,17.0,Right Foot,,Jordan Pickford,Pass (Live),James Tarkowski,Pass (Live)
60,Jack Harrison,Everton,0.17,,Blocked,6.0,Head,,Dwight McNeil,Pass (Live),Abdoulaye Doucouré,Pass (Live)
60,Abdoulaye Doucoure,Everton,0.33,0.96,Goal,3.0,Right Foot,Volley,Jack Harrison,Shot,,
62,Abdoulaye Doucoure,Everton,0.18,,Off Target,9.0,Right Foot,Volley,Dwight McNeil,Pass (Live),Dwight McNeil,Take-On
64,Dominic Calvert-Lewin,Everton,0.18,,Off Target,16.0,Right Foot,,Jordan Pickford,Pass (Live),,
71,James Garner,Everton,0.03,,Blocked,24.0,Left Foot,,Dwight McNeil,Pass (Live),Abdoulaye Doucouré,Pass (Live)
72,Dominic Solanke,Bournemouth,0.04,,Blocked,16.0,Right Foot,,Luis Sinisterra,Pass (Live),Kieffer Moore,Pass (Live)
72,Dominic Solanke,Bournemouth,0.04,0.02,Saved,15.0,Head,,Adam Smith,Pass (Live),David Brooks,Pass (Live)
73,Abdoulaye Doucoure,Everton,0.05,,Off Target,24.0,Right Foot,,Dwight McNeil,Pass (Live),Dominic Calvert-Lewin,Pass (Live)
75,Amadou Onana,Everton,0.04,,Blocked,6.0,Head,,Dwight McNeil,Pass (Dead),,
75,Amadou Onana,Everton,0.05,0.03,Saved,6.0,Right Foot,Volley,Amadou Onana,Shot,,
76,James Garner,Everton,0.02,0.12,Saved,29.0,Right Foot,,Amadou Onana,Pass (Live),Abdoulaye Doucouré,Pass (Live)
77,Illia Zabarnyi,Bournemouth,0.21,,Blocked,5.0,Head,,Kieffer Moore,Pass (Live),Philip Billing,Pass (Live)
77,Dwight McNeil,Everton,0.18,0.2,Saved,14.0,Left Foot,,Abdoulaye Doucouré,Pass (Live),Jack Harrison,Pass (Live)
82,Kieffer Moore,Bournemouth,0.1,0.04,Saved,9.0,Head,,Dominic Solanke,Pass (Live),Philip Billing,Pass (Live)
87,Kieffer Moore,Bournemouth,0.11,,Off Target,4.0,Head,,Luis Sinisterra,Pass (Live),Kieffer Moore,Pass (Live)
89,Marcus Tavernier,Bournemouth,0.03,0.35,Saved,30.0,Left Foot,,Joe Rothwell,Pass (Live),,
90+5,Beto,Everton,0.34,,Off Target,6.0,Left Foot,,Beto,Take-On,Dwight McNeil,Pass (Live)
3,Willian,Fulham,0.06,,Blocked,17.0,Right Foot,,Carlos Vinícius,Pass (Live),Carlos Vinícius,Take-On
6,Bobby Reid,Fulham,0.18,,Blocked,8.0,Left Foot,,Antonee Robinson,Pass (Live),Willian,Pass (Live)
17,Carlos Vinicius,Fulham,0.04,0.07,Saved,21.0,Left Foot,Deflected,,,,
19,Willian,Fulham,0.39,0.23,Saved,14.0,Right Foot,,Willian,Take-On,Carlos Vinícius,Pass (Live)
19,Antonee Robinson,Fulham,0.05,,Off Target,23.0,Right Foot,,Willian,Shot,,
37,Joao Palhinha,Fulham,0.02,,Off Target,28.0,Right Foot,,Alex Iwobi,Pass (Live),Willian,Pass (Live)
42,Bobby Reid,Fulham,0.03,,Blocked,24.0,Right Foot,,Carlos Vinícius,Pass (Live),Bobby Reid,Pass (Live)
43,Willian,Fulham,0.04,,Blocked,29.0,Right Foot,,Alex Iwobi,Pass (Live),Andreas Pereira,Pass (Live)
45+8,Andreas Pereira,Fulham,0.03,,Off Target,26.0,Right Foot,,,,,
45+12,Andreas Pereira,Fulham,0.24,,Off Target,9.0,Right Foot,,Timothy Castagne,Pass (Live),Tim Ream,Pass (Dead)
46,Andreas Pereira,Fulham,0.03,,Off Target,23.0,Right Foot,,Bobby Reid,Pass (Live),Antonee Robinson,Pass (Live)
47,Oliver Norwood,Sheffield Utd,0.02,,Blocked,32.0,Right Foot,,Cameron Archer,Pass (Live),Gustavo Hamer,Pass (Live)
48,Oliver McBurnie,Sheffield Utd,0.11,0.02,Saved,9.0,Head,,Oliver Norwood,Pass (Dead),Oliver Norwood,Shot
51,Alex Iwobi,Fulham,0.08,,Blocked,17.0,Right Foot,,Willian,Pass (Live),Alex Iwobi,Pass (Live)
51,Bobby Reid,Fulham,0.01,,Off Target,27.0,Right Foot,Volley,Alex Iwobi,Shot,,
53,Bobby Reid,Fulham,0.58,0.86,Goal,15.0,Right Foot,,Andreas Pereira,Pass (Live),Carlos Vinícius,Pass (Live)
65,Gustavo Hamer,Sheffield Utd,0.03,,Off Target,22.0,Right Foot,,Oliver Norwood,Pass (Dead),Anel Ahmedhodžić,Pass (Live)
67,Issa Diop,Fulham,0.03,0.27,Saved,13.0,Head,,Willian,Pass (Dead),Willian,Pass (Live)
68,Jayden Bogle,Sheffield Utd,0.4,,Off Target,5.0,Left Foot,Volley,James Mcatee,Pass (Live),,
76,Tom Cairney,Fulham,0.03,,Woodwork,28.0,Left Foot,,,,,
83,Harry Wilson,Fulham,0.04,,Woodwork,27.0,Left Foot,,Rodrigo Muniz,Interception,,
85,Rodrigo Muniz,Fulham,0.18,,Blocked,11.0,Right Foot,,Timothy Castagne,Pass (Live),Harry Wilson,Pass (Live)
88,Oliver McBurnie,Sheffield Utd,0.01,0.19,Saved,15.0,Head,,Oliver Norwood,Pass (Dead),James Mcatee,Fouled
88,Willian,Fulham,0.02,0.03,Saved,26.0,Right Foot,,Willian,Take-On,Harrison Reed,Pass (Live)
90+2,Willian,Fulham,0.12,0.39,Goal,17.0,Right Foot,,Tom Cairney,Pass (Live),Harry Wilson,Pass (Live)
3,Richarlison,Tottenham,0.53,,Off Target,2.0,Left Foot,Volley,Dejan Kulusevski,Pass (Live),James Maddison,Pass (Live)
4,Richarlison,Tottenham,0.24,0.42,Saved,10.0,Right Foot,Deflected,James Maddison,Pass (Live),Son Heung-min,Pass (Live)
6,Son Heung-min,Tottenham,0.03,,Blocked,22.0,Left Foot,,Cristian Romero,Pass (Live),Dejan Kulusevski,Pass (Live)
7,Pedro Porro,Tottenham,0.33,,Off Target,13.0,Right Foot,,Son Heung-min,Pass (Live),Pedro Porro,Pass (Live)
10,Son Heung-min,Tottenham,0.14,,Off Target,17.0,Left Foot,,James Maddison,Pass (Live),Cristian Romero,Pass (Live)
16,Micky van de Ven,Tottenham,0.02,,Off Target,31.0,Left Foot,,Pape Matar Sarr,Pass (Live),Yves Bissouma,Pass (Live)
17,Son Heung-min,Tottenham,0.07,0.1,Saved,15.0,Right Foot,,,,,
19,Richarlison,Tottenham,0.03,,Off Target,28.0,Right Foot,,Richarlison,Tackle,,
21,Marvelous Nakamba,Luton Town,0.04,,Off Target,27.0,Left Foot,,,,,
25,Carlton Morris,Luton Town,0.02,,Off Target,10.0,Other,,Alfie Doughty,Pass (Dead),Carlton Morris,Pass (Live)
26,Jacob Brown,Luton Town,0.02,,Blocked,18.0,Right Foot,,Pelly Ruddock Mpanzu,Pass (Live),Alfie Doughty,Pass (Live)
30,Dejan Kulusevski,Tottenham,0.03,0.45,Saved,15.0,Left Foot,,Pape Matar Sarr,Pass (Live),Pape Matar Sarr,Tackle
30,Richarlison,Tottenham,0.06,,Off Target,5.0,Head,,James Maddison,Pass (Dead),Dejan Kulusevski,Shot
33,James Maddison,Tottenham,0.06,,Off Target,29.0,Right Foot,Free kick,James Maddison,Fouled,Cristian Romero,Pass (Live)
45+2,James Maddison,Tottenham,0.14,,Off Target,17.0,Right Foot,,Son Heung-min,Pass (Live),Richarlison,Pass (Live)
51,Pierre Hojbjerg,Tottenham,0.04,,Blocked,21.0,Right Foot,Volley,,,,
52,Micky van de Ven,Tottenham,0.21,0.09,Goal,8.0,Left Foot,,James Maddison,Pass (Live),James Maddison,Take-On
56,Alfie Doughty,Luton Town,0.08,,Off Target,10.0,Left Foot,Volley,Pelly Ruddock Mpanzu,Pass (Live),Chiedozie Ogbene,Pass (Live)
60,Carlton Morris,Luton Town,0.08,0.06,Saved,10.0,Left Foot,,Carlton Morris,Take-On,Elijah Adebayo,Pass (Live)
62,Pedro Porro,Tottenham,0.03,,Off Target,20.0,Right Foot,,Pape Matar Sarr,Pass (Live),Son Heung-min,Pass (Live)
64,Jacob Brown,Luton Town,0.14,,Off Target,10.0,Head,,Alfie Doughty,Pass (Live),Pelly Ruddock Mpanzu,Pass (Live)
65,Chiedozie Ogbene,Luton Town,0.07,,Blocked,13.0,Left Foot,,Marvelous Nakamba,Pass (Live),,
67,Cauley Woodrow,Luton Town,0.15,0.07,Saved,22.0,Right Foot,,Carlton Morris,Pass (Live),,
73,Chiedozie Ogbene,Luton Town,0.03,,Blocked,23.0,Right Foot,,Reece Burke,Pass (Live),Tahith Chong,Pass (Live)
73,Alfie Doughty,Luton Town,0.02,,Blocked,15.0,Left Foot,,Reece Burke,Pass (Live),Chiedozie Ogbene,Shot
81,Carlton Morris,Luton Town,0.1,,Off Target,9.0,Head,,Carlton Morris,Pass (Live),Chiedozie Ogbene,Pass (Live)
90+7,Teden Mengi,Luton Town,0.02,,Off Target,28.0,Left Foot,,Carlton Morris,Pass (Live),Alfie Doughty,Pass (Live)
5,Aaron Hickey,Brentford,0.02,,Off Target,28.0,Left Foot,,Vitaly Janelt,Pass (Live),Mathias Jensen,Pass (Live)
6,Marcus Rashford,Manchester Utd,0.06,,Off Target,9.0,Head,,Casemiro,Pass (Live),Bruno Fernandes,Pass (Live)
7,Bryan Mbeumo,Brentford,0.09,,Off Target,10.0,Right Foot,Volley,Mads Roerslev,Pass (Live),Mathias Jensen,Pass (Live)
12,Rasmus Hojlund,Manchester Utd,0.05,,Off Target,15.0,Head,,Diogo Dalot,Pass (Live),Harry Maguire,Pass (Live)
16,Yoane Wissa,Brentford,0.03,,Blocked,16.0,Right Foot,,Bryan Mbeumo,Pass (Live),Mads Roerslev,Pass (Live)
16,Aaron Hickey,Brentford,0.02,,Off Target,28.0,Left Foot,,Vitaly Janelt,Pass (Live),Bryan Mbeumo,Pass (Dead)
22,Mason Mount,Manchester Utd,0.09,,Blocked,14.0,Right Foot,,Bruno Fernandes,Pass (Live),André Onana,Pass (Live)
26,Mathias Jensen,Brentford,0.12,0.1,Goal,12.0,Left Foot,Deflected,,,,
28,Bruno Fernandes,Manchester Utd,0.07,,Blocked,13.0,Right Foot,,Diogo Dalot,Pass (Live),Mason Mount,Pass (Live)
37,Marcus Rashford,Manchester Utd,0.04,0.16,Saved,14.0,Right Foot,,Marcus Rashford,Take-On,Marcus Rashford,Take-On
38,Bryan Mbeumo,Brentford,0.03,,Off Target,23.0,Left Foot,,Mathias Jensen,Pass (Live),Bryan Mbeumo,Pass (Live)
44,Christian Norgaard,Brentford,0.2,,Off Target,4.0,Other,,Bryan Mbeumo,Pass (Dead),Yoane Wissa,Pass (Live)
45,Yoane Wissa,Brentford,0.03,,Off Target,29.0,Right Foot,,Yoane Wissa,Take-On,Mathias Jensen,Pass (Live)
45+1,Casemiro,Manchester Utd,0.08,,Off Target,8.0,Head,,Diogo Dalot,Pass (Live),Harry Maguire,Pass (Live)
53,Christian Eriksen,Manchester Utd,0.02,0.02,Saved,32.0,Right Foot,,Jonny Evans,Pass (Live),Marcus Rashford,Pass (Live)
55,Nathan Collins,Brentford,0.17,,Off Target,8.0,Head,,Kristoffer Ajer,Pass (Live),Mathias Jensen,Pass (Dead)
55,Marcus Rashford,Manchester Utd,0.02,,Off Target,28.0,Right Foot,,Sofyan Amrabat,Pass (Live),Mason Mount,Pass (Live)
62,Diogo Dalot,Manchester Utd,0.05,,Off Target,17.0,Right Foot,,Mason Mount,Pass (Live),Bruno Fernandes,Pass (Live)
64,Rasmus Hojlund,Manchester Utd,0.04,,Off Target,18.0,Left Foot,,Sofyan Amrabat,Pass (Live),Victor Lindelöf,Pass (Live)
71,Bruno Fernandes,Manchester Utd,0.02,0.16,Saved,32.0,Right Foot,,Bruno Fernandes,Take-On,Christian Eriksen,Pass (Live)
72,Antony,Manchester Utd,0.02,,Blocked,27.0,Left Foot,Deflected,Diogo Dalot,Pass (Live),Bruno Fernandes,Pass (Live)
76,Alejandro Garnacho,Manchester Utd,0.05,,Off Target,16.0,Right Foot,,Sofyan Amrabat,Pass (Live),Diogo Dalot,Pass (Live)
78,Bruno Fernandes,Manchester Utd,0.05,,Off Target,25.0,Right Foot,,Alejandro Garnacho,Pass (Live),Rasmus Højlund,Pass (Live)
83,Neal Maupay,Brentford,0.04,0.14,Saved,26.0,Right Foot,,,,,
84,Christian Norgaard,Brentford,0.21,0.1,Saved,6.0,Head,,Saman Ghoddos,Pass (Dead),Neal Maupay,Shot
86,Antony,Manchester Utd,0.03,,Blocked,21.0,Left Foot,,Rasmus Højlund,Pass (Live),Christian Eriksen,Pass (Live)
89,Bruno Fernandes,Manchester Utd,0.03,0.15,Saved,31.0,Right Foot,Free kick,Alejandro Garnacho,Fouled,Alejandro Garnacho,Take-On
90+1,Antony,Manchester Utd,0.05,,Off Target,17.0,Left Foot,,Alejandro Garnacho,Pass (Live),Harry Maguire,Pass (Live)
90+3,Diogo Dalot,Manchester Utd,0.14,0.06,Saved,17.0,Left Foot,,Alejandro Garnacho,Pass (Live),Christian Eriksen,Pass (Live)
90+3,Scott McTominay,Manchester Utd,0.1,0.38,Goal,12.0,Right Foot,,Diogo Dalot,Shot,,
90+6,Anthony Martial,Manchester Utd,0.16,0.1,Saved,13.0,Right Foot,,Bruno Fernandes,Pass (Live),Antony,Pass (Live)
90+7,Scott McTominay,Manchester Utd,0.28,0.53,Goal,7.0,Head,,Harry Maguire,Pass (Live),Bruno Fernandes,Pass (Dead)
4.0,Josko Gvardiol,Manchester City,0.08,,Blocked,6.0,Left Foot,Volley,Phil Foden,Pass (Dead),,
5.0,Nathan Ake,Manchester City,0.3,,Off Target,9.0,Left Foot,,Erling Haaland,Pass (Live),Julián Álvarez,Pass (Live)
9.0,Gabriel Jesus,Arsenal,0.02,,Blocked,14.0,Right Foot,,Leandro Trossard,Pass (Live),Gabriel Dos Santos,Pass (Live)
9.0,Eddie Nketiah,Arsenal,0.04,,Off Target,9.0,Head,,Martin Ødegaard,Pass (Dead),Gabriel Jesus,Shot
26.0,Eddie Nketiah,Arsenal,0.02,,Off Target,18.0,Right Foot,,Oleksandr Zinchenko,Pass (Live),Gabriel Dos Santos,Pass (Live)
34.0,Julian Alvarez,Manchester City,0.02,,Off Target,29.0,Right Foot,,Erling Haaland,Pass (Live),Ederson,Pass (Live)
38.0,Oleksandr Zinchenko,Arsenal,0.04,,Blocked,26.0,Right Foot,,Martin Ødegaard,Pass (Live),Ben White,Pass (Dead)
38.0,Oleksandr Zinchenko,Arsenal,0.03,,Blocked,18.0,Left Foot,,Oleksandr Zinchenko,Shot,,
50.0,Martin Odegaard,Arsenal,0.03,,Off Target,25.0,Left Foot,,Ben White,Pass (Live),Declan Rice,Pass (Live)
51.0,Gabriel Martinelli,Arsenal,0.03,0.11,Saved,14.0,Left Foot,,Declan Rice,Pass (Live),Declan Rice,Tackle
58.0,Julian Alvarez,Manchester City,0.08,,Blocked,16.0,Right Foot,,Phil Foden,Pass (Live),Joško Gvardiol,Pass (Live)
62.0,Martin Odegaard,Arsenal,0.02,,Blocked,21.0,Left Foot,Deflected,Ben White,Pass (Live),Gabriel Jesus,Pass (Live)
63.0,Eddie Nketiah,Arsenal,0.09,,Off Target,5.0,Head,,Martin Ødegaard,Pass (Dead),Gabriel Jesus,Take-On
63.0,Oleksandr Zinchenko,Arsenal,0.01,,Off Target,28.0,Left Foot,Volley,Declan Rice,Pass (Live),Eddie Nketiah,Shot
75.0,Martin Odegaard,Arsenal,0.02,,Off Target,32.0,Left Foot,,Gabriel Martinelli,Pass (Live),Gabriel Martinelli,Take-On
86.0,Gabriel Martinelli,Arsenal,0.04,0.08,Goal,21.0,Right Foot,Deflected,Kai Havertz,Pass (Live),Takehiro Tomiyasu,Pass (Live)
5,Solly March,Brighton,0.11,,Blocked,14.0,Left Foot,,João Pedro,Pass (Live),Pascal Groß,Pass (Dead)
5,Solly March,Brighton,0.05,,Blocked,14.0,Left Foot,Volley,Solly March,Shot,,
5,Joao Pedro,Brighton,0.12,,Blocked,9.0,Right Foot,"Deflected, Volley",Lewis Dunk,Pass (Live),Pascal Groß,Pass (Dead)
7,Dominik Szoboszlai,Liverpool,0.01,,Blocked,33.0,Right Foot,,Darwin Núñez,Fouled,Dominik Szoboszlai,Pass (Live)
20,Simon Adingra,Brighton,0.08,0.06,Goal,32.0,Right Foot,,Simon Adingra,Interception,,
24,Mohamed Salah,Liverpool,0.02,,Off Target,17.0,Left Foot,,Harvey Elliott,Pass (Live),Trent Alexander-Arnold,Pass (Live)
25,Mohamed Salah,Liverpool,0.07,,Blocked,15.0,Left Foot,,Darwin Núñez,Pass (Live),Luis Díaz,Pass (Live)
27,Pascal Gross,Brighton,0.04,,Blocked,22.0,Right Foot,,Lewis Dunk,Pass (Live),Solly March,Pass (Live)
28,Lewis Dunk,Brighton,0.01,,Off Target,15.0,Head,,Pascal Groß,Pass (Dead),Pascal Groß,Pass (Live)
31,Carlos Baleba,Brighton,0.1,,Off Target,23.0,Left Foot,,Igor,Pass (Live),Pascal Groß,Pass (Live)
39,Lewis Dunk,Brighton,0.13,,Blocked,26.0,Right Foot,Free kick,João Pedro,Fouled,Evan Ferguson,Pass (Live)
40,Mohamed Salah,Liverpool,0.45,0.63,Goal,12.0,Left Foot,,Darwin Núñez,Pass (Live),Luis Díaz,Pass (Live)
42,Darwin Nunez,Liverpool,0.02,0.14,Saved,14.0,Head,,Mohamed Salah,Fouled,Trent Alexander-Arnold,Pass (Live)
45+1,Mohamed Salah (pen),Liverpool,0.79,0.99,Goal,13.0,Left Foot,,Dominik Szoboszlai,Fouled,Darwin Núñez,Pass (Live)
48,Darwin Nunez,Liverpool,0.04,,Blocked,23.0,Left Foot,Volley,Mohamed Salah,Pass (Live),Darwin Núñez,Pass (Live)
49,Simon Adingra,Brighton,0.29,0.35,Saved,10.0,Left Foot,,Simon Adingra,Take-On,Evan Ferguson,Pass (Live)
51,Evan Ferguson,Brighton,0.05,,Off Target,20.0,Right Foot,,João Pedro,Pass (Live),Lewis Dunk,Pass (Live)
54,Ryan Gravenberch,Liverpool,0.62,,Woodwork,3.0,Left Foot,,Dominik Szoboszlai,Pass (Live),Darwin Núñez,Pass (Live)
65,Ryan Gravenberch,Liverpool,0.07,0.26,Saved,16.0,Left Foot,Deflected,Dominik Szoboszlai,Pass (Live),Ryan Gravenberch,Pass (Live)
68,Luis Diaz,Liverpool,0.11,,Off Target,13.0,Left Foot,,Dominik Szoboszlai,Pass (Live),Andrew Robertson,Pass (Live)
69,Kaoru Mitoma,Brighton,0.2,,Off Target,11.0,Right Foot,,Kaoru Mitoma,Take-On,Kaoru Mitoma,Pass (Live)
74,Darwin Nunez,Liverpool,0.04,,Off Target,12.0,Head,,Andrew Robertson,Pass (Live),Ryan Gravenberch,Pass (Live)
78,Lewis Dunk,Brighton,0.65,0.87,Goal,5.0,Right Foot,Volley,Solly March,Pass (Dead),Solly March,Fouled
83,Pascal Gross,Brighton,0.04,,Blocked,25.0,Right Foot,Free kick,João Pedro,Fouled,Pascal Groß,Pass (Live)
84,Joao Pedro,Brighton,0.45,,Off Target,11.0,Right Foot,,Simon Adingra,Take-On,Joël Veltman,Pass (Live)
88,Luis Diaz,Liverpool,0.02,,Off Target,24.0,Right Foot,,Andrew Robertson,Pass (Live),Luis Díaz,Pass (Live)
89,Mohamed Salah,Liverpool,0.08,,Blocked,17.0,Left Foot,,Dominik Szoboszlai,Pass (Live),Dominik Szoboszlai,Take-On
90+2,Alexis Mac Allister,Liverpool,0.01,,Blocked,32.0,Right Foot,,Joe Gomez,Pass (Live),Mohamed Salah,Take-On
5,Elliot Anderson,Newcastle Utd,0.07,,Off Target,6.0,Head,,Kieran Trippier,Pass (Live),,
8,Tomas Soucek,West Ham,0.93,0.85,Goal,5.0,Right Foot,,Emerson Palmieri,Pass (Live),Emerson Palmieri,Take-On
29,Miguel Almiron,Newcastle Utd,0.02,,Off Target,27.0,Left Foot,,Sandro Tonali,Pass (Live),,
32,Dan Burn,Newcastle Utd,0.01,,Off Target,15.0,Head,,Kieran Trippier,Pass (Dead),Jamaal Lascelles,Fouled
51,Edson Alvarez,West Ham,0.05,,Off Target,10.0,Head,,James Ward-Prowse,Pass (Dead),Vladimír Coufal,Pass (Live)
56,Dan Burn,Newcastle Utd,0.19,0.2,Saved,4.0,Head,,Bruno Guimarães,Pass (Live),Kieran Trippier,Pass (Live)
57,Alexander Isak,Newcastle Utd,0.55,0.32,Goal,6.0,Right Foot,,Sandro Tonali,Fouled,Kieran Trippier,Pass (Live)
60,Bruno Guimaraes,Newcastle Utd,0.02,,Off Target,26.0,Right Foot,,Elliot Anderson,Pass (Live),Dan Burn,Pass (Live)
62,Alexander Isak,Newcastle Utd,0.69,0.97,Goal,4.0,Left Foot,Volley,Kieran Trippier,Pass (Live),Sean Longstaff,Pass (Live)
65,Elliot Anderson,Newcastle Utd,0.06,,Off Target,10.0,Right Foot,Volley,Kieran Trippier,Pass (Live),Jamaal Lascelles,Pass (Live)
73,Alexander Isak,Newcastle Utd,0.36,,Woodwork,8.0,Left Foot,,Alexander Isak,Take-On,Dan Burn,Pass (Live)
74,Dan Burn,Newcastle Utd,0.03,,Blocked,14.0,Left Foot,Volley,Kieran Trippier,Pass (Dead),Alexander Isak,Shot
80,James Ward-Prowse,West Ham,0.1,,Off Target,22.0,Right Foot,Free kick,Emerson Palmieri,Fouled,Saïd Benrahma,Pass (Live)
