minute,player,team,xG,PSxG,outcome,distance,body_part,notes,SCA 1,SCA 1,SCA 2,SCA 2,opponent
68,Dejan Kulusevski,Tottenham,0.02,,Blocked,20.0,Left Foot,,James Maddison,Pass (Live),Pedro Porro,Pass (Live),Sheffield Utd
71,Chris Basham,Sheffield Utd,0.1,,Off Target,10.0,Head,,Gustavo Hamer,Pass (Dead),Oliver McBurnie,Fouled,Tottenham
73,Gustavo Hamer,Sheffield Utd,0.08,0.75,Goal,12.0,Left Foot,,Jack Robinson,Pass (Dead),Vinicius Souza,Pass (Live),Tottenham
76,Yves Bissouma,Tottenham,0.03,,Blocked,27.0,Right Foot,,Pape Matar Sarr,Pass (Live),Pedro Porro,Pass (Live),Sheffield Utd
77,Manor Solomon,Tottenham,0.05,,Off Target,22.0,Right Foot,,Yves Bissouma,Pass (Live),Manor Solomon,Pass (Live),Sheffield Utd
88,Ivan Perisic,Tottenham,0.08,,Blocked,12.0,Right Foot,,Dejan Kulusevski,Pass (Live),Brennan Johnson,Pass (Live),Sheffield Utd
89,Richarlison,Tottenham,0.12,,Off Target,8.0,Head,,Pedro Porro,Pass (Live),Dejan Kulusevski,Pass (Live),Sheffield Utd
90,Dejan Kulusevski,Tottenham,0.08,0.06,Saved,11.0,Right Foot,,Dejan Kulusevski,Pass (Live),Brennan Johnson,Pass (Live),Sheffield Utd
90+1,Pedro Porro,Tottenham,0.04,,Off Target,22.0,Right Foot,,Dejan Kulusevski,Pass (Live),James Maddison,Pass (Dead),Sheffield Utd
90+5,Oliver Norwood,Sheffield Utd,0.01,0.28,Saved,41.0,Right Foot,,,,,,Tottenham
90+8,Richarlison,Tottenham,0.17,0.15,Goal,5.0,Head,,Ivan Perišić,Pass (Dead),Cristian Romero,Pass (Live),Sheffield Utd
90+10,Dejan Kulusevski,Tottenham,0.08,0.15,Goal,16.0,Right Foot,,Richarlison,Pass (Live),Ivan Perišić,Pass (Live),Sheffield Utd
7,Rodri,Manchester City,0.02,0.14,Saved,12.0,Head,,Phil Foden,Pass (Dead),Manuel Akanji,Pass (Live),West Ham
7,Rodri,Manchester City,0.1,,Blocked,12.0,Left Foot,Volley,Rodri,Pass (Live),Rodri,Shot,West Ham
7,Erling Haaland,Manchester City,0.26,,Blocked,5.0,Left Foot,,Rodri,Shot,,,West Ham
7,Ruben Dias,Manchester City,0.16,0.06,Saved,8.0,Head,,Erling Haaland,Shot,,,West Ham
7,Erling Haaland,Manchester City,0.04,,Blocked,13.0,Left Foot,Volley,Jeremy Doku,Pass (Live),Rúben Dias,Shot,West Ham
15,Erling Haaland,Manchester City,0.54,,Off Target,7.0,Left Foot,,Joško Gvardiol,Pass (Live),Jeremy Doku,Pass (Live),West Ham
17,Nayef Aguerd,West Ham,0.24,,Off Target,3.0,Head,,Tomáš Souček,Pass (Live),Jarrod Bowen,Pass (Dead),Manchester City
18,Jeremy Doku,Manchester City,0.03,0.03,Saved,17.0,Right Foot,,Manuel Akanji,Pass (Live),Bernardo Silva,Pass (Live),West Ham
21,Phil Foden,Manchester City,0.05,,Blocked,21.0,Left Foot,,Bernardo Silva,Pass (Live),Rodri,Pass (Live),West Ham
22,Ruben Dias,Manchester City,0.03,0.05,Saved,13.0,Head,,Bernardo Silva,Pass (Live),Rodri,Pass (Live),West Ham
28,Erling Haaland,Manchester City,0.08,,Blocked,16.0,Left Foot,,Phil Foden,Pass (Live),Rodri,Pass (Live),West Ham
28,Rodri,Manchester City,0.02,0.07,Saved,25.0,Right Foot,,Rodri,Take-On,Julián Álvarez,Pass (Live),West Ham
35,James Ward-Prowse,West Ham,0.04,0.15,Saved,21.0,Right Foot,Deflected,Emerson Palmieri,Pass (Live),Lucas Paquetá,Pass (Live),Manchester City
36,James Ward-Prowse,West Ham,0.53,0.86,Goal,8.0,Head,,Vladimír Coufal,Pass (Live),Jarrod Bowen,Pass (Live),Manchester City
38,Julian Alvarez,Manchester City,0.02,,Blocked,29.0,Right Foot,,Rodri,Pass (Live),Manuel Akanji,Pass (Live),West Ham
42,Erling Haaland,Manchester City,0.58,,Blocked,3.0,Right Foot,,Jeremy Doku,Pass (Live),Jeremy Doku,Take-On,West Ham
43,Jeremy Doku,Manchester City,0.01,,Blocked,26.0,Right Foot,Volley,Julián Álvarez,Pass (Live),Rodri,Pass (Live),West Ham
44,Rodri,Manchester City,0.02,,Off Target,34.0,Right Foot,,Joško Gvardiol,Pass (Live),Jeremy Doku,Pass (Live),West Ham
45,Phil Foden,Manchester City,0.03,,Blocked,22.0,Left Foot,Volley,Erling Haaland,Pass (Live),Jeremy Doku,Pass (Live),West Ham
45+3,Phil Foden,Manchester City,0.03,,Blocked,23.0,Left Foot,,Rodri,Pass (Live),Julián Álvarez,Pass (Live),West Ham
46,Jeremy Doku,Manchester City,0.06,0.61,Goal,12.0,Right Foot,,Julián Álvarez,Pass (Live),Rodri,Pass (Live),West Ham
49,Phil Foden,Manchester City,0.01,,Blocked,26.0,Left Foot,,Manuel Akanji,Pass (Live),Phil Foden,Pass (Live),West Ham
49,Phil Foden,Manchester City,0.03,0.44,Saved,11.0,Head,,Julián Álvarez,Pass (Live),Bernardo Silva,Pass (Live),West Ham
49,Josko Gvardiol,Manchester City,0.06,,Off Target,17.0,Left Foot,Volley,Phil Foden,Shot,,,West Ham
52,Julian Alvarez,Manchester City,0.04,,Woodwork,31.0,Right Foot,Free kick,Rodri,Fouled,Bernardo Silva,Pass (Live),West Ham
53,Erling Haaland,Manchester City,0.4,0.9,Saved,11.0,Left Foot,Volley,Rodri,Pass (Live),Rodri,Interception,West Ham
57,Rodri,Manchester City,0.04,,Off Target,27.0,Left Foot,,Kyle Walker,Pass (Live),Phil Foden,Pass (Live),West Ham
59,Erling Haaland,Manchester City,0.21,0.1,Saved,6.0,Head,,Bernardo Silva,Pass (Live),Julián Álvarez,Pass (Live),West Ham
60,Emerson Palmieri,West Ham,0.06,,Blocked,17.0,Left Foot,,Emerson Palmieri,Take-On,Michail Antonio,Pass (Live),Manchester City
61,Kurt Zouma,West Ham,0.06,0.32,Saved,10.0,Head,,James Ward-Prowse,Pass (Dead),Emerson Palmieri,Shot,Manchester City
65,Josko Gvardiol,Manchester City,0.02,0.14,Saved,24.0,Right Foot,Deflected,Jeremy Doku,Pass (Live),Joško Gvardiol,Pass (Live),West Ham
76,Bernardo Silva,Manchester City,0.35,0.98,Goal,5.0,Left Foot,Volley,Julián Álvarez,Pass (Live),Bernardo Silva,Pass (Live),West Ham
82,Erling Haaland,Manchester City,0.36,0.18,Saved,10.0,Left Foot,Volley,Kyle Walker,Pass (Live),Bernardo Silva,Pass (Live),West Ham
86,Erling Haaland,Manchester City,0.08,0.61,Goal,12.0,Left Foot,,Bernardo Silva,Pass (Live),Julián Álvarez,Pass (Live),West Ham
90,Nayef Aguerd,West Ham,0.02,,Off Target,13.0,Head,,James Ward-Prowse,Pass (Dead),Kudus Mohammed,Fouled,Manchester City
2,Max Kilman,Wolves,0.02,,Off Target,9.0,Head,,Pedro Neto,Pass (Dead),Jean-Ricner Bellegarde,Take-On,Liverpool
7,Hwang Hee-chan,Wolves,0.11,0.05,Goal,9.0,Right Foot,,Pedro Neto,Pass (Live),Pedro Neto,Take-On,Liverpool
13,Diogo Jota,Liverpool,0.14,,Off Target,15.0,Right Foot,,Mohamed Salah,Pass (Live),Cody Gakpo,Pass (Live),Wolves
15,Mario Lemina,Wolves,0.04,,Off Target,12.0,Head,,Pedro Neto,Pass (Dead),,,Liverpool
19,Pedro Neto,Wolves,0.03,,Off Target,23.0,Right Foot,,Pedro Neto,Take-On,Jean-Ricner Bellegarde,Pass (Live),Liverpool
31,Craig Dawson,Wolves,0.06,,Off Target,6.0,Head,,Pedro Neto,Pass (Dead),João Gomes,Pass (Live),Liverpool
35,Matheus Cunha,Wolves,0.01,0.02,Saved,62.0,Right Foot,,,,,,Liverpool
39,Cody Gakpo,Liverpool,0.09,,Off Target,14.0,Right Foot,Volley,Andrew Robertson,Pass (Live),Dominik Szoboszlai,Pass (Live),Wolves
40,Jean-Ricner Bellegarde,Wolves,0.04,,Blocked,18.0,Right Foot,Volley,Pedro Neto,Pass (Live),Jean-Ricner Bellegarde,Pass (Live),Liverpool
45,Cody Gakpo,Liverpool,0.05,,Off Target,14.0,Head,,Joe Gomez,Pass (Live),Alexis Mac Allister,Pass (Live),Wolves
45+1,Mohamed Salah,Liverpool,0.24,,Blocked,15.0,Right Foot,,Diogo Jota,Pass (Live),Alexis Mac Allister,Pass (Live),Wolves
45+1,Dominik Szoboszlai,Liverpool,0.11,0.06,Saved,17.0,Left Foot,,Mohamed Salah,Shot,,,Wolves
45+2,Matheus Cunha,Wolves,0.09,,Off Target,22.0,Right Foot,,Matheus Cunha,Take-On,Matheus Cunha,Take-On,Liverpool
47,Luis Diaz,Liverpool,0.06,,Off Target,9.0,Head,,Andrew Robertson,Pass (Live),Dominik Szoboszlai,Pass (Live),Wolves
55,Cody Gakpo,Liverpool,0.94,0.97,Goal,3.0,Left Foot,,Mohamed Salah,Pass (Live),Diogo Jota,Pass (Live),Wolves
58,Darwin Nunez,Liverpool,0.03,,Off Target,26.0,Right Foot,,Mohamed Salah,Pass (Live),Luis Díaz,Pass (Live),Wolves
59,Joao Gomes,Wolves,0.01,,Off Target,27.0,Right Foot,Volley,Hwang Hee-chan,Pass (Live),Nélson Semedo,Pass (Live),Liverpool
68,Harvey Elliott,Liverpool,0.02,,Blocked,27.0,Left Foot,,Dominik Szoboszlai,Pass (Dead),,Fouled,Wolves
70,Darwin Nunez,Liverpool,0.14,0.42,Saved,9.0,Right Foot,,Luis Díaz,Pass (Live),Darwin Núñez,Pass (Live),Wolves
75,Dominik Szoboszlai,Liverpool,0.04,,Off Target,26.0,Left Foot,,Joe Gomez,Pass (Live),Harvey Elliott,Pass (Live),Wolves
80,Nelson Semedo,Wolves,0.1,,Blocked,15.0,Right Foot,,Matt Doherty,Pass (Live),Nélson Semedo,Pass (Live),Liverpool
84,Harvey Elliott,Liverpool,0.03,,Blocked,28.0,Left Foot,,Dominik Szoboszlai,Pass (Live),Luis Díaz,Pass (Live),Wolves
84,Luis Diaz,Liverpool,0.05,,Blocked,12.0,Left Foot,,Harvey Elliott,Pass (Live),Darwin Núñez,Pass (Live),Wolves
85,Andrew Robertson,Liverpool,0.42,0.75,Goal,7.0,Left Foot,,Mohamed Salah,Pass (Live),Andrew Robertson,Pass (Live),Wolves
89,Matt Doherty,Wolves,0.12,,Off Target,4.0,Head,,Boubacar Traoré,Pass (Live),,,Liverpool
90+1,Harvey Elliott,Liverpool,0.05,,Off Target,21.0,Left Foot,,Mohamed Salah,Pass (Live),Darwin Núñez,Pass (Live),Wolves
90+5,Luis Diaz,Liverpool,0.15,0.09,Saved,10.0,Right Foot,,Ibrahima Konaté,Pass (Live),Alisson,Pass (Live),Wolves
2.0,Enzo Fernandez,Chelsea,0.04,0.11,Saved,28.0,Right Foot,,Raheem Sterling,Pass (Live),Raheem Sterling,Take-On,Bournemouth
11.0,Raheem Sterling,Chelsea,0.14,,Off Target,11.0,Right Foot,,Conor Gallagher,Pass (Live),Enzo Fernández,Pass (Live),Bournemouth
13.0,Nicolas Jackson,Chelsea,0.03,,Woodwork,28.0,Right Foot,,Mykhailo Mudryk,Pass (Live),Nicolas Jackson,Pass (Live),Bournemouth
18.0,Dango Ouattara,Bournemouth,0.12,0.5,Saved,4.0,Left Foot,,Ryan Christie,Pass (Live),Max Aarons,Pass (Dead),Chelsea
18.0,Marcus Tavernier,Bournemouth,0.01,0.02,Saved,20.0,Left Foot,Deflected,Marcus Tavernier,Take-On,Dango Ouattara,Shot,Chelsea
22.0,Raheem Sterling,Chelsea,0.14,,Blocked,9.0,Right Foot,,Conor Gallagher,Pass (Live),Malo Gusto,Pass (Live),Bournemouth
26.0,Philip Billing,Bournemouth,0.11,,Blocked,12.0,Left Foot,,Ryan Christie,Pass (Live),Max Aarons,Pass (Live),Chelsea
30.0,Ryan Christie,Bournemouth,0.03,,Blocked,26.0,Left Foot,,Marcus Tavernier,Pass (Live),Philip Billing,Pass (Live),Chelsea
31.0,Dango Ouattara,Bournemouth,0.04,,Off Target,24.0,Right Foot,,Lloyd Kelly,Pass (Live),Lewis Cook,Pass (Live),Chelsea
33.0,Conor Gallagher,Chelsea,0.21,0.09,Saved,12.0,Right Foot,,Mykhailo Mudryk,Pass (Live),Levi Colwill,Pass (Live),Bournemouth
50.0,Raheem Sterling,Chelsea,0.09,,Woodwork,21.0,Right Foot,Free kick,Mykhailo Mudryk,Fouled,Enzo Fernández,Pass (Live),Bournemouth
52.0,Marcus Tavernier,Bournemouth,0.04,,Off Target,23.0,Left Foot,,Ryan Christie,Pass (Live),Marcus Tavernier,Pass (Live),Chelsea
53.0,Nicolas Jackson,Chelsea,0.05,,Off Target,13.0,Left Foot,,Lesley Ugochukwu,Pass (Live),Robert Sánchez,Pass (Dead),Bournemouth
57.0,Lewis Cook,Bournemouth,0.04,0.04,Saved,18.0,Right Foot,,,,,,Chelsea
65.0,Levi Colwill,Chelsea,0.18,0.53,Saved,4.0,Right Foot,,Raheem Sterling,Pass (Live),Conor Gallagher,Pass (Live),Bournemouth
65.0,Levi Colwill,Chelsea,0.42,0.84,Saved,3.0,Right Foot,Deflected,Levi Colwill,Shot,,,Bournemouth
68.0,Malo Gusto,Chelsea,0.02,,Off Target,31.0,Right Foot,,Raheem Sterling,Pass (Live),Enzo Fernández,Pass (Dead),Bournemouth
74.0,Raheem Sterling,Chelsea,0.02,,Off Target,25.0,Right Foot,,Cole Palmer,Pass (Live),Conor Gallagher,Pass (Live),Bournemouth
78.0,Philip Billing,Bournemouth,0.18,,Blocked,21.0,Left Foot,Free kick,Justin Kluivert,Fouled,Dominic Solanke,Pass (Live),Chelsea
80.0,Dominic Solanke,Bournemouth,0.24,0.35,Saved,12.0,Right Foot,,Dominic Solanke,Take-On,Philip Billing,Pass (Live),Chelsea
80.0,Justin Kluivert,Bournemouth,0.05,,Blocked,16.0,Right Foot,,Lewis Cook,Pass (Live),Ryan Christie,Pass (Live),Chelsea
80.0,Dominic Solanke,Bournemouth,0.08,,Off Target,9.0,Head,,Justin Kluivert,Pass (Live),Max Aarons,Pass (Live),Chelsea
83.0,Nicolas Jackson,Chelsea,0.2,0.26,Saved,9.0,Head,,Ian Maatsen,Pass (Live),Ben Chilwell,Pass (Dead),Bournemouth
85.0,Cole Palmer,Chelsea,0.25,0.15,Saved,9.0,Left Foot,Volley,Raheem Sterling,Pass (Live),Cole Palmer,Pass (Live),Bournemouth
85.0,Ian Maatsen,Chelsea,0.2,,Blocked,9.0,Left Foot,Volley,Cole Palmer,Shot,,,Bournemouth
88.0,Dominic Solanke,Bournemouth,0.04,,Blocked,15.0,Head,,Max Aarons,Pass (Live),Philip Billing,Pass (Live),Chelsea
90.0,Dominic Solanke,Bournemouth,0.06,,Blocked,18.0,Left Foot,,David Brooks,Pass (Live),Justin Kluivert,Pass (Live),Chelsea
10,Fabio Vieira,Arsenal,0.04,,Off Target,19.0,Right Foot,,Oleksandr Zinchenko,Pass (Live),Martin Ødegaard,Pass (Live),Everton
26,Declan Rice,Arsenal,0.13,,Blocked,13.0,Right Foot,,Declan Rice,Take-On,Bukayo Saka,Pass (Live),Everton
31,Arnaut Danjuma,Everton,0.02,,Blocked,33.0,Right Foot,,Abdoulaye Doucouré,Pass (Live),,,Arsenal
31,Idrissa Gana Gueye,Everton,0.06,0.09,Saved,26.0,Right Foot,,Beto,Pass (Live),Abdoulaye Doucouré,Tackle,Arsenal
39,Dwight McNeil,Everton,0.01,,Blocked,32.0,Left Foot,,Abdoulaye Doucouré,Pass (Live),Amadou Onana,Pass (Live),Arsenal
40,Ben White,Arsenal,0.04,0.05,Saved,22.0,Left Foot,,Martin Ødegaard,Pass (Live),Ben White,Pass (Live),Everton
45+1,Dwight McNeil,Everton,0.06,,Blocked,15.0,Left Foot,,Idrissa Gana Gueye,Pass (Live),Idrissa Gana Gueye,Interception,Arsenal
46,Martin Odegaard,Arsenal,0.21,0.07,Saved,13.0,Left Foot,,Declan Rice,Pass (Live),Ben White,Pass (Live),Everton
47,Fabio Vieira,Arsenal,0.03,,Off Target,14.0,Left Foot,,Martin Ødegaard,Shot,,,Everton
50,Oleksandr Zinchenko,Arsenal,0.02,,Blocked,27.0,Left Foot,,Martin Ødegaard,Pass (Live),Martin Ødegaard,Take-On,Everton
58,Eddie Nketiah,Arsenal,0.04,,Blocked,12.0,Right Foot,,Martin Ødegaard,Pass (Live),Declan Rice,Interception,Everton
59,Oleksandr Zinchenko,Arsenal,0.02,,Blocked,26.0,Left Foot,,Eddie Nketiah,Shot,,,Everton
59,Oleksandr Zinchenko,Arsenal,0.04,,Blocked,26.0,Left Foot,,Leandro Trossard,Pass (Live),Bukayo Saka,Pass (Dead),Everton
67,Arnaut Danjuma,Everton,0.04,,Off Target,21.0,Left Foot,,Dominic Calvert-Lewin,Pass (Live),Dwight McNeil,Pass (Live),Arsenal
69,Leandro Trossard,Arsenal,0.09,0.65,Goal,13.0,Left Foot,,Bukayo Saka,Pass (Live),Martin Ødegaard,Pass (Live),Everton
72,Vitaliy Mykolenko,Everton,0.01,,Blocked,15.0,Left Foot,Volley,Jordan Pickford,Pass (Live),Amadou Onana,Pass (Live),Arsenal
74,Fabio Vieira,Arsenal,0.09,,Off Target,10.0,Left Foot,Volley,Ben White,Pass (Live),Martin Ødegaard,Pass (Live),Everton
76,Idrissa Gana Gueye,Everton,0.05,,Off Target,18.0,Right Foot,,Arnaut Danjuma,Pass (Live),Amadou Onana,Pass (Live),Arsenal
77,Martin Odegaard,Arsenal,0.1,0.03,Saved,15.0,Right Foot,,Leandro Trossard,Pass (Live),,,Everton
77,Fabio Vieira,Arsenal,0.21,,Blocked,16.0,Left Foot,,Martin Ødegaard,Shot,,,Everton
90,Dominic Calvert-Lewin,Everton,0.1,,Off Target,13.0,Right Foot,,Nathan Patterson,Pass (Live),Nathan Patterson,Interception,Arsenal
4,Lyle Foster,Burnley,0.02,0.02,Saved,27.0,Right Foot,,,,,,Nott'ham Forest
6,Scott McKenna,Nott'ham Forest,0.02,,Off Target,16.0,Left Foot,Volley,Orel Mangala,Fouled,Morgan Gibbs-White,Tackle,Burnley
9,Callum Hudson-Odoi,Nott'ham Forest,0.03,,Blocked,18.0,Right Foot,,Scott McKenna,Pass (Live),Ibrahim Sangaré,Pass (Live),Burnley
14,Taiwo Awoniyi,Nott'ham Forest,0.08,,Blocked,14.0,Left Foot,Deflected,Callum Hudson-Odoi,Pass (Live),Anthony Elanga,Pass (Live),Burnley
16,Callum Hudson-Odoi,Nott'ham Forest,0.07,0.09,Saved,22.0,Right Foot,,Taiwo Awoniyi,Pass (Live),Taiwo Awoniyi,Tackle,Burnley
29,Zeki Amdouni,Burnley,0.03,0.15,Saved,28.0,Right Foot,,Luca Koleosho,Pass (Live),,,Nott'ham Forest
41,Zeki Amdouni,Burnley,0.07,0.38,Goal,21.0,Left Foot,Volley,Luca Koleosho,Take-On,Josh Brownhill,Pass (Live),Nott'ham Forest
45,Ola Aina,Nott'ham Forest,0.03,,Off Target,23.0,Right Foot,,Orel Mangala,Pass (Live),Taiwo Awoniyi,Pass (Live),Burnley
45+1,Anthony Elanga,Nott'ham Forest,0.03,0.01,Saved,23.0,Right Foot,,Morgan Gibbs-White,Pass (Live),Ola Aina,Tackle,Burnley
50,Zeki Amdouni,Burnley,0.06,,Blocked,26.0,Left Foot,,Luca Koleosho,Pass (Live),Charlie Taylor,Pass (Live),Nott'ham Forest
51,Charlie Taylor,Burnley,0.02,,Off Target,27.0,Left Foot,Volley,Zeki Amdouni,Shot,,,Nott'ham Forest
55,Orel Mangala,Nott'ham Forest,0.08,,Off Target,21.0,Right Foot,,Morgan Gibbs-White,Pass (Live),Anthony Elanga,Pass (Live),Burnley
57,Orel Mangala,Nott'ham Forest,0.02,,Blocked,22.0,Right Foot,,Callum Hudson-Odoi,Pass (Live),Nuno Tavares,Pass (Live),Burnley
57,Morgan Gibbs-White,Nott'ham Forest,0.12,,Off Target,11.0,Head,,Anthony Elanga,Pass (Live),Ola Aina,Pass (Live),Burnley
61,Callum Hudson-Odoi,Nott'ham Forest,0.02,0.63,Goal,22.0,Right Foot,,Taiwo Awoniyi,Pass (Live),Ibrahim Sangaré,Pass (Live),Burnley
65,Morgan Gibbs-White,Nott'ham Forest,0.07,,Blocked,12.0,Right Foot,,Callum Hudson-Odoi,Pass (Live),Orel Mangala,Pass (Live),Burnley
73,Anass Zaroury,Burnley,0.09,,Off Target,14.0,Right Foot,Volley,Connor Roberts,Pass (Dead),Connor Roberts,Pass (Dead),Nott'ham Forest
80,Morgan Gibbs-White,Nott'ham Forest,0.05,,Blocked,12.0,Left Foot,Volley,Anthony Elanga,Pass (Live),Morgan Gibbs-White,Pass (Live),Burnley
88,Ibrahim Sangare,Nott'ham Forest,0.06,,Off Target,20.0,Right Foot,,Morgan Gibbs-White,Pass (Live),Ola Aina,Pass (Live),Burnley
90+1,Lyle Foster,Burnley,0.13,,Off Target,4.0,Head,,Mike Trésor,Pass (Dead),,,Nott'ham Forest
90+2,Ameen Al-Dakhil,Burnley,0.04,,Blocked,13.0,Right Foot,,Josh Cullen,Pass (Dead),Josh Brownhill,Fouled,Nott'ham Forest
90+2,Josh Brownhill,Burnley,0.07,,Blocked,13.0,Right Foot,Volley,Ameen Al-Dakhil,Shot,,,Nott'ham Forest
90+2,Mike Tresor,Burnley,0.04,,Off Target,16.0,Right Foot,Volley,Josh Brownhill,Shot,,,Nott'ham Forest
90+6,Morgan Gibbs-White,Nott'ham Forest,0.02,0.24,Saved,26.0,Right Foot,,Ola Aina,Pass (Live),Divock Origi,Pass (Dead),Burnley
2,Bryan Mbeumo,Brentford,0.05,,Off Target,31.0,Left Foot,Free kick,Keane Lewis-Potter,Fouled,Ethan Pinnock,Pass (Live),Everton
6,Abdoulaye Doucoure,Everton,0.06,0.27,Goal,10.0,Right Foot,,James Tarkowski,Pass (Live),James Garner,Pass (Live),Brentford
14,Dwight McNeil,Everton,0.02,,Off Target,17.0,Left Foot,,Beto,Pass (Live),Jarrad Branthwaite,Pass (Live),Brentford
17,Amadou Onana,Everton,0.01,,Off Target,13.0,Head,,James Garner,Pass (Live),Dwight McNeil,Pass (Dead),Brentford
21,Vitaliy Mykolenko,Everton,0.15,0.22,Saved,16.0,Right Foot,Volley,,,,,Brentford
26,James Garner,Everton,0.02,,Blocked,28.0,Right Foot,,Idrissa Gana Gueye,Pass (Live),Amadou Onana,Pass (Live),Brentford
27,Abdoulaye Doucoure,Everton,0.06,,Woodwork,11.0,Right Foot,Volley,James Tarkowski,Pass (Live),Amadou Onana,Pass (Live),Brentford
28,Mathias Jensen,Brentford,0.07,0.64,Goal,12.0,Right Foot,,Vitaly Janelt,Pass (Live),Bryan Mbeumo,Pass (Live),Everton
33,Aaron Hickey,Brentford,0.04,,Blocked,24.0,Left Foot,,Mads Roerslev,Pass (Live),Mads Roerslev,Take-On,Everton
36,Beto,Everton,0.28,,Off Target,14.0,Right Foot,,Idrissa Gana Gueye,Pass (Live),Dwight McNeil,Pass (Live),Brentford
38,Vitaly Janelt,Brentford,0.02,,Blocked,22.0,Left Foot,,Vitaly Janelt,Pass (Live),Christian Nørgaard,Pass (Live),Everton
38,Aaron Hickey,Brentford,0.03,,Off Target,28.0,Left Foot,Volley,Vitaly Janelt,Shot,,,Everton
41,Bryan Mbeumo,Brentford,0.1,,Off Target,13.0,Right Foot,,Yoane Wissa,Pass (Live),Vitaly Janelt,Tackle,Everton
41,Keane Lewis-Potter,Brentford,0.18,,Off Target,2.0,Left Foot,,Bryan Mbeumo,Shot,,,Everton
44,Idrissa Gana Gueye,Everton,0.02,,Off Target,28.0,Right Foot,,James Garner,Pass (Live),Abdoulaye Doucouré,Pass (Live),Brentford
45,Beto,Everton,0.11,,Off Target,12.0,Right Foot,,Idrissa Gana Gueye,Pass (Live),Amadou Onana,Pass (Live),Brentford
51,Beto,Everton,0.01,0.01,Saved,53.0,Right Foot,,Beto,Tackle,,,Brentford
52,Dwight McNeil,Everton,0.04,0.06,Saved,21.0,Left Foot,,Abdoulaye Doucouré,Pass (Live),Beto,Pass (Live),Brentford
57,Amadou Onana,Everton,0.13,,Off Target,3.0,Head,,James Tarkowski,Pass (Live),Dwight McNeil,Pass (Dead),Brentford
59,Beto,Everton,0.04,,Off Target,15.0,Head,,James Tarkowski,Pass (Live),Amadou Onana,Pass (Live),Brentford
63,Dwight McNeil,Everton,0.03,,Off Target,22.0,Left Foot,,,,,,Brentford
67,James Tarkowski,Everton,0.24,0.69,Goal,4.0,Head,,Dwight McNeil,Pass (Dead),Idrissa Gana Gueye,Pass (Live),Brentford
69,Ethan Pinnock,Brentford,0.22,,Blocked,5.0,Right Foot,,Kristoffer Ajer,Pass (Live),Bryan Mbeumo,Pass (Dead),Everton
69,Yoane Wissa,Brentford,0.05,,Blocked,5.0,Left Foot,,Ethan Pinnock,Shot,,,Everton
69,Christian Norgaard,Brentford,0.13,,Off Target,3.0,Left Foot,,Yoane Wissa,Shot,,,Everton
71,Dominic Calvert-Lewin,Everton,0.61,0.28,Goal,14.0,Right Foot,,James Garner,Pass (Live),James Garner,Tackle,Brentford
80,Bryan Mbeumo,Brentford,0.09,0.27,Saved,12.0,Left Foot,Volley,Saman Ghoddos,Pass (Live),Nathan Collins,Pass (Live),Everton
81,James Garner,Everton,0.01,,Off Target,30.0,Right Foot,,Abdoulaye Doucouré,Pass (Live),Arnaut Danjuma,Pass (Live),Brentford
89,James Tarkowski,Everton,0.08,,Off Target,9.0,Head,,James Garner,Pass (Dead),,,Brentford
90+2,Kristoffer Ajer,Brentford,0.04,,Off Target,10.0,Head,,Bryan Mbeumo,Pass (Dead),Frank Onyeka,Fouled,Everton
1,Marcus Rashford,Manchester Utd,0.05,,Off Target,8.0,Left Foot,,Hannibal Mejbri,Pass (Live),,,Burnley
7,Bruno Fernandes,Manchester Utd,0.14,0.04,Saved,11.0,Left Foot,,Marcus Rashford,Pass (Live),Hannibal Mejbri,Pass (Live),Burnley
10,Zeki Amdouni,Burnley,0.06,0.09,Saved,12.0,Head,,Jóhann Berg Guðmundsson,Pass (Live),Connor Roberts,Pass (Live),Manchester Utd
14,Josh Brownhill,Burnley,0.09,,Off Target,21.0,Right Foot,,Luca Koleosho,Fouled,Josh Cullen,Pass (Live),Manchester Utd
17,Zeki Amdouni,Burnley,0.4,,Woodwork,9.0,Left Foot,,Aaron Ramsey,Pass (Live),Josh Cullen,Pass (Live),Manchester Utd
30,Rasmus Hojlund,Manchester Utd,0.06,,Off Target,11.0,Left Foot,,Marcus Rashford,Pass (Live),Sergio Reguilón,Pass (Live),Burnley
32,Aaron Ramsey,Burnley,0.02,,Blocked,19.0,Right Foot,,Josh Brownhill,Pass (Live),Charlie Taylor,Pass (Live),Manchester Utd
35,Bruno Fernandes,Manchester Utd,0.04,,Blocked,26.0,Left Foot,,Casemiro,Pass (Live),,,Burnley
38,Luca Koleosho,Burnley,0.03,,Off Target,17.0,Right Foot,,,,,,Manchester Utd
42,Aaron Ramsey,Burnley,0.03,0.29,Saved,21.0,Right Foot,,Zeki Amdouni,Pass (Live),Ameen Al-Dakhil,Pass (Live),Manchester Utd
45,Bruno Fernandes,Manchester Utd,0.11,0.13,Goal,11.0,Right Foot,Volley,Jonny Evans,Pass (Live),Victor Lindelöf,Pass (Live),Burnley
54,Luca Koleosho,Burnley,0.02,,Blocked,25.0,Right Foot,,Josh Brownhill,Tackle,,,Manchester Utd
63,Scott McTominay,Manchester Utd,0.04,0.12,Saved,25.0,Left Foot,,Rasmus Højlund,Pass (Live),Marcus Rashford,Pass (Live),Burnley
