Player,Team,Position,LiveRkOv,Opponent,FPTS,FP/G,ROS %,GP,MIN,G,KP,AT,SOT,TKW,DIS,YC,RC,ACNC,INT,CLR,COS,BS,AER,PKM,PKD,OG,GAO,CS,GW,ros,GS,PTS,DPT,OFF,PKG,Ghost Points,Negative Fpts
Chris Wood,NOT,F,235,MUN,5.0,5.0,2%,1,8,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,,0,0,1,0,0,5.0,-0.5
Ryan Yates,NOT,M,244,MUN,4.5,4.5,1%,1,90,0,0,0,0,3,1,0,0,0,1,3,0,0,2,0,0,0,3,0,3,,1,0,2,0,0,4.5,-0.5
Anthony Elanga,NOT,F,103,MUN,2.0,2.0,44%,1,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,,0,0,0,0,0,2.0,0.0
Serge Aurier,NOT,D,155,MUN,1.5,1.5,60%,1,90,0,1,0,0,1,0,1,0,0,1,6,1,0,3,0,0,0,3,0,3,,1,0,5,0,0,1.5,-8.0
Scott McKenna,NOT,D,138,MUN,1.25,1.25,13%,1,56,0,0,0,0,0,0,0,0,0,1,5,0,1,2,0,0,0,2,0,3,,1,0,0,0,0,1.25,-4.0
Moussa Niakhate,NOT,D,725,MUN,1.0,1.0,1%,1,32,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,3,,0,0,0,0,0,1.0,-2.0
Cheikhou Kouyate,NOT,M,321,MUN,0.5,0.5,0%,1,19,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,,0,0,3,0,0,0.5,-2.0
Ola Aina,NOT,D,293,MUN,-2.0,-2.0,2%,1,90,0,0,0,0,2,1,1,0,0,2,2,2,0,0,0,0,0,3,0,3,,1,0,5,0,0,-2.0,-8.5
Joe Worrall,NOT,D,224,MUN,-9.25,-9.25,4%,1,66,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,2,0,3,,1,0,8,0,0,-9.25,-11.0
Willy Boly,NOT,D,42,CHE,19.75,19.75,73%,1,90,0,0,0,0,1,0,0,0,0,2,7,0,4,5,0,0,0,0,1,4,,1,0,0,0,0,13.75,0.0
Anthony Elanga,NOT,F,103,CHE,17.5,17.5,44%,1,45,1,0,0,3,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,4,,0,1,0,2,0,8.5,-0.5
Scott McKenna,NOT,D,138,CHE,14.25,14.25,13%,1,90,0,2,0,0,0,0,0,0,0,0,5,0,2,1,0,0,0,0,1,4,,1,0,0,0,0,8.25,0.0
Joe Worrall,NOT,D,224,CHE,11.75,11.75,4%,1,90,0,0,0,0,1,0,0,0,0,0,7,0,3,0,0,0,0,0,1,4,,1,0,0,0,0,5.75,0.0
Taiwo Awoniyi,NOT,F,31,CHE,10.5,10.5,95%,1,64,0,2,1,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,1,4,,1,1,1,0,0,4.5,-1.0
Serge Aurier,NOT,D,155,CHE,9.0,9.0,60%,1,71,0,0,0,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,1,4,,1,0,1,0,0,3.0,-0.5
Ryan Yates,NOT,M,244,CHE,7.5,7.5,1%,1,90,0,0,0,0,3,0,1,0,0,3,5,0,2,1,0,0,0,0,1,4,,1,0,7,0,0,6.5,-2.0
Ola Aina,NOT,D,293,CHE,6.5,6.5,2%,1,72,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,4,,1,0,4,1,0,0.5,-2.5
Morgan Gibbs-White,NOT,M,46,CHE,4.0,4.0,99%,1,90,0,0,0,0,1,2,0,0,0,1,0,1,1,0,0,0,0,0,1,4,,1,0,0,0,0,3.0,-1.0
Orel Mangala,NOT,M,256,CHE,2.5,2.5,1%,1,71,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,4,,1,0,1,0,0,1.5,-0.5
Cheikhou Kouyate,NOT,M,321,CHE,2.5,2.5,0%,1,16,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,4,,0,0,0,0,0,2.5,0.0
Danilo,NOT,M,237,CHE,2.0,2.0,11%,1,45,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,4,,1,0,0,0,0,2.0,-0.5
Nuno Tavares,NOT,D,728,CHE,0.5,0.5,3%,1,17,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,4,,0,0,4,0,0,0.5,-2.0
Gonzalo Montiel,NOT,D,348,CHE,0.25,0.25,3%,1,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,,0,0,0,0,0,0.25,0.0
Chris Wood,NOT,F,235,CHE,0.0,0.0,2%,1,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,,0,0,0,0,0,0.0,0.0
Callum Hudson-Odoi,NOT,F,181,BUR,22.0,22.0,43%,1,70,1,3,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,5,,1,1,1,0,0,13.0,0.0
Morgan Gibbs-White,NOT,M,46,BUR,12.0,12.0,99%,1,90,0,2,0,1,1,0,0,0,0,0,0,4,0,2,0,0,0,1,0,5,,1,0,1,0,0,12.0,0.0
Taiwo Awoniyi,NOT,F,31,BUR,12.0,12.0,95%,1,87,0,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,5,,1,1,2,1,0,6.0,0.0
Scott McKenna,NOT,D,138,BUR,9.25,9.25,13%,1,90,0,1,0,0,0,0,0,0,0,1,5,0,1,6,0,0,0,1,0,5,,1,0,1,0,0,9.25,-2.0
Ibrahim Sangare,NOT,M,274,BUR,8.5,8.5,10%,1,90,0,0,0,0,4,0,0,0,0,3,1,0,1,1,0,0,0,1,0,5,,1,0,3,1,0,8.5,0.0
Anthony Elanga,NOT,F,103,BUR,5.5,5.5,44%,1,90,0,1,0,1,0,2,0,0,1,0,0,1,0,1,0,0,0,1,0,5,,1,0,0,0,0,5.5,-1.0
Ola Aina,NOT,D,293,BUR,4.0,4.0,2%,1,90,0,1,0,0,1,0,0,0,0,0,4,1,0,1,0,0,0,1,0,5,,1,0,2,0,0,4.0,-2.0
Orel Mangala,NOT,M,256,BUR,2.0,2.0,1%,1,70,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,1,0,5,,1,0,5,0,0,2.0,-2.0
Joe Worrall,NOT,D,224,BUR,1.75,1.75,4%,1,90,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,1,0,5,,1,0,0,0,0,1.75,-2.0
Nuno Tavares,NOT,D,728,BUR,1.25,1.25,3%,1,36,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,,0,0,0,0,0,1.25,0.0
Divock Origi,NOT,F,626,BUR,0.0,0.0,4%,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,0,0,0,0,0,0.0,0.0
Ryan Yates,NOT,M,244,BUR,0.0,0.0,1%,1,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,,0,0,3,0,0,0.0,0.0
Chris Wood,NOT,F,235,BUR,-0.5,-0.5,2%,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,0,0,0,0,0,-0.5,-0.5
Gonzalo Montiel,NOT,D,348,BUR,-1.75,-1.75,3%,1,52,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,5,,1,0,4,0,0,-1.75,-4.0
Willy Boly,NOT,D,42,MCI,8.5,8.5,73%,1,90,0,1,0,1,2,0,0,0,0,1,6,0,2,2,0,0,0,2,0,6,,1,0,2,1,0,8.5,-4.0
Anthony Elanga,NOT,F,103,MCI,6.0,6.0,44%,1,33,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,0,0,0,1,0,6.0,0.0
Gonzalo Montiel,NOT,D,348,MCI,5.0,5.0,3%,1,50,0,2,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,6,,0,0,5,1,0,5.0,-2.0
Nicolas Dominguez,NOT,M,221,MCI,4.0,4.0,3%,1,90,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,2,0,6,,1,0,1,0,0,4.0,0.0
Taiwo Awoniyi,NOT,F,31,MCI,2.5,2.5,95%,1,74,0,1,0,0,0,1,1,0,0,0,1,2,0,2,0,0,0,2,0,6,,1,0,5,0,0,2.5,-2.5
Ola Aina,NOT,D,293,MCI,2.5,2.5,2%,1,74,0,0,0,0,2,0,0,0,0,1,2,1,0,2,0,0,0,2,0,6,,1,0,0,0,0,2.5,-4.0
Chris Wood,NOT,F,235,MCI,2.0,2.0,2%,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,0,0,1,0,0,2.0,0.0
Callum Hudson-Odoi,NOT,F,181,MCI,1.0,1.0,43%,1,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,,0,0,1,0,0,1.0,0.0
Orel Mangala,NOT,M,256,MCI,0.0,0.0,1%,1,90,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,6,,1,0,4,0,0,0.0,-2.0
Morgan Gibbs-White,NOT,M,46,MCI,-1.0,-1.0,99%,1,90,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,2,0,6,,1,0,4,0,0,-1.0,-3.0
Ibrahim Sangare,NOT,M,274,MCI,-1.0,-1.0,10%,1,55,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,6,,1,0,5,0,0,-1.0,-2.0
Moussa Niakhate,NOT,D,725,MCI,-1.75,-1.75,1%,1,90,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,6,,1,0,1,0,0,-1.75,-4.0
Divock Origi,NOT,F,626,MCI,-3.0,-3.0,4%,1,14,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,,0,0,4,0,0,-3.0,-3.0
Serge Aurier,NOT,D,155,MCI,-4.25,-4.25,60%,1,55,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,6,,1,0,1,0,0,-4.25,-4.5
Nuno Tavares,NOT,D,728,MCI,-5.0,-5.0,3%,1,38,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,6,,1,0,4,0,0,-5.0,-6.0
Serge Aurier,NOT,D,157,BRF,1.25,1.25,,1,90,0,0,0,0,2,2,0,0,1,1,1,0,0,0,0,0,0,1,0,7,57%,1,0,0,0,0,1.25,-3.0
Taiwo Awoniyi,NOT,F,46,BRF,4.5,4.5,,1,80,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,7,93%,1,0,0,1,0,4.5,0.0
Willy Boly,NOT,D,30,BRF,7.25,7.25,,1,90,0,0,0,0,1,0,0,0,0,0,5,0,4,3,0,0,0,1,0,7,74%,1,0,1,0,0,7.25,-2.0
Nicolas Dominguez,NOT,M,222,BRF,16.5,16.5,,1,79,1,0,0,1,4,0,0,0,0,0,3,0,0,3,0,0,0,1,0,7,12%,1,1,0,0,0,7.5,0.0
Anthony Elanga,NOT,F,123,BRF,2.0,2.0,,1,60,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,7,39%,1,0,0,0,0,2.0,0.0
Morgan Gibbs-White,NOT,M,37,BRF,4.0,4.0,,1,28,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,7,99%,0,0,1,0,0,4.0,0.0
Callum Hudson-Odoi,NOT,F,198,BRF,3.0,3.0,,1,59,0,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,1,0,7,38%,1,0,1,1,0,3.0,-1.0
Cheikhou Kouyate,NOT,M,325,BRF,0.5,0.5,,1,12,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,7,0%,0,0,0,0,0,0.5,-0.5
Orel Mangala,NOT,M,248,BRF,6.0,6.0,,1,90,0,0,0,0,1,0,0,0,0,3,1,2,0,0,0,0,0,1,0,7,1%,1,0,1,0,0,6.0,0.0
Moussa Niakhate,NOT,D,726,BRF,-2.5,-2.5,,1,55,0,0,0,0,2,0,0,1,0,0,2,0,0,2,0,0,0,0,0,7,0%,1,0,8,0,0,-2.5,-7.0
Divock Origi,NOT,F,715,BRF,3.0,3.0,,1,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,3%,0,0,0,0,0,3.0,0.0
Ibrahim Sangare,NOT,M,264,BRF,4.5,4.5,,1,76,0,0,0,0,1,0,1,0,0,1,2,2,2,1,0,0,0,1,0,7,8%,1,0,3,0,0,4.5,-2.0
Murillo,NOT,M,259,BRF,3.0,3.0,,1,90,0,0,0,0,0,1,0,0,0,1,11,1,1,1,0,0,0,1,0,7,2%,1,0,0,0,0,3.0,-0.5
Harry Toffolo,NOT,D,214,BRF,11.75,11.75,,1,29,0,1,1,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,7,3%,0,1,0,0,0,4.75,0.0
Chris Wood,NOT,F,245,BRF,0.0,0.0,,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3%,0,0,0,0,0,0.0,0.0
Willy Boly,NOT,D,29,CRY,17.0,17.0,74%,1,90,0,0,0,0,2,0,0,0,0,2,8,0,0,5,0,0,0,0,1,8,,1,0,2,0,0,11.0,0.0
Harry Toffolo,NOT,D,213,CRY,14.5,14.5,3%,1,90,0,1,0,1,0,0,0,0,1,2,2,0,1,0,0,0,0,0,1,8,,1,0,0,0,0,8.5,0.0
Murillo,NOT,M,260,CRY,14.5,14.5,2%,1,90,0,2,0,2,2,0,0,0,0,0,3,2,1,1,0,0,0,0,1,8,,1,0,0,0,0,13.5,0.0
Morgan Gibbs-White,NOT,M,37,CRY,14.0,14.0,99%,1,90,0,4,0,0,2,1,0,0,1,0,0,2,0,1,0,0,0,0,1,8,,1,0,1,0,0,13.0,-0.5
Serge Aurier,NOT,D,154,CRY,5.25,5.25,57%,1,45,0,0,0,1,0,1,0,0,0,1,3,1,0,1,0,0,0,0,0,8,,1,0,1,0,0,5.25,-0.5
Orel Mangala,NOT,M,247,CRY,5.0,5.0,1%,1,82,0,1,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,1,8,,1,0,1,0,0,4.0,-1.0
Nicolas Dominguez,NOT,M,221,CRY,4.5,4.5,12%,1,90,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,8,,1,0,1,0,0,3.5,0.0
Ibrahim Sangare,NOT,M,265,CRY,4.5,4.5,8%,1,75,0,1,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,1,8,,1,0,0,0,0,3.5,-1.0
Callum Hudson-Odoi,NOT,F,198,CRY,3.0,3.0,38%,1,65,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,8,,1,0,2,1,0,3.0,0.0
Chris Wood,NOT,F,245,CRY,2.5,2.5,3%,1,75,0,1,0,0,1,3,0,0,0,0,1,0,0,2,0,0,0,0,1,8,,1,0,1,0,0,2.5,-1.5
Gonzalo Montiel,NOT,D,346,CRY,1.75,1.75,2%,1,45,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,8,,0,0,2,0,0,1.75,0.0
Cheikhou Kouyate,NOT,M,325,CRY,1.5,1.5,0%,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8,,0,0,0,0,0,1.5,0.0
Anthony Elanga,NOT,F,123,CRY,0.0,0.0,39%,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,0,0,0,1,0,0.0,0.0
Divock Origi,NOT,F,715,CRY,-0.5,-0.5,3%,1,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,0,0,0,0,0,-0.5,-0.5
Ryan Yates,NOT,M,280,CRY,-2.0,-2.0,1%,1,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,,0,0,4,0,0,-2.0,-2.0
Oliver Norwood,SHU,M,166,CRY,9.0,9.0,14%,1,90,0,2,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,,1,0,1,0,0,9.0,-0.5
John Egan,SHU,D,304,CRY,8.25,8.25,6%,1,90,0,0,0,0,1,1,0,0,0,2,11,0,1,4,0,0,0,1,0,1,,1,0,1,0,0,8.25,-2.5
Max Lowe,SHU,D,306,CRY,8.0,8.0,2%,1,79,0,1,0,0,5,0,0,0,0,1,4,0,1,0,0,0,0,1,0,1,,1,0,2,0,0,8.0,-2.0
Benie Traore,SHU,F,257,CRY,4.5,4.5,3%,1,86,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,0,5,0,0,4.5,-0.5
Chris Basham,SHU,D,265,CRY,4.5,4.5,0%,1,79,0,0,0,0,0,2,0,0,0,2,2,0,1,4,0,0,0,1,0,1,,1,0,0,0,0,4.5,-3.0
Anel Ahmedhodzic,SHU,D,319,CRY,3.0,3.0,12%,1,90,0,0,0,0,1,2,1,0,0,1,8,1,1,2,0,0,0,1,0,1,,1,0,6,0,0,3.0,-5.0
Yasser Larouci,SHU,D,333,CRY,2.25,2.25,1%,1,9,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,2.25,0.0
Jack Robinson,SHU,D,288,CRY,2.0,2.0,2%,1,79,0,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0,0,1,0,1,,1,0,0,0,0,2.0,-2.0
George Baldock,SHU,D,303,CRY,0.5,0.5,2%,1,90,0,0,0,0,2,2,0,0,0,0,2,1,0,0,0,0,0,1,0,1,,1,0,2,0,0,0.5,-3.0
James Mcatee,SHU,M,295,CRY,0.0,0.0,6%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0.0,0.0
Vinicius de Souza Costa,SHU,M,157,CRY,0.0,0.0,3%,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,0,0,0,0,0,0.0,-0.5
Ben Osborn,SHU,M,628,CRY,0.0,0.0,0%,1,86,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,,1,0,0,0,0,0.0,0.0
Andre Brooks,SHU,M,377,CRY,0.0,0.0,0%,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0.0,0.0
Antwoine Hackford,SHU,F,531,CRY,0.0,0.0,0%,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0.0,0.0
William Osula,SHU,F,721,CRY,-0.5,-0.5,0%,1,90,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0,0,0,1,0,1,,1,0,6,2,0,-0.5,-3.0
Anis Ben Slimane,SHU,M,720,CRY,-1.0,-1.0,0%,1,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,0,0,4,0,0,-1.0,-2.0
Gustavo Hamer,SHU,M,60,NOT,13.5,13.5,55%,1,90,1,1,0,1,0,1,1,0,0,2,1,1,0,0,0,0,0,2,0,2,,1,1,4,0,0,4.5,-2.5
Vinicius de Souza Costa,SHU,M,157,NOT,9.5,9.5,3%,1,57,0,1,0,1,3,0,0,0,0,2,0,0,0,1,0,0,0,1,0,2,,1,0,1,0,0,9.5,0.0
Anel Ahmedhodzic,SHU,D,319,NOT,7.5,7.5,12%,1,90,0,0,0,0,3,1,0,0,0,1,4,1,1,5,0,0,0,2,0,2,,1,0,1,1,0,7.5,-4.5
John Egan,SHU,D,304,NOT,6.5,6.5,6%,1,90,0,0,0,0,1,0,0,0,0,4,2,0,0,5,0,0,0,2,0,2,,1,0,1,0,0,6.5,-4.0
Jack Robinson,SHU,D,288,NOT,4.25,4.25,2%,1,90,0,0,0,0,2,0,0,0,0,4,1,0,1,1,0,0,0,2,0,2,,1,0,2,0,0,4.25,-4.0
Benie Traore,SHU,F,257,NOT,3.5,3.5,3%,1,81,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,2,,1,0,1,1,0,3.5,-0.5
Oliver Norwood,SHU,M,166,NOT,2.5,2.5,14%,1,90,0,0,0,0,3,0,1,0,0,1,1,0,0,1,0,0,0,2,0,2,,1,0,3,0,0,2.5,-2.0
Chris Basham,SHU,D,265,NOT,2.0,2.0,0%,1,31,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,2,,0,0,0,0,0,2.0,-2.0
William Osula,SHU,F,721,NOT,1.5,1.5,0%,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,,1,0,0,0,0,1.5,0.0
Andre Brooks,SHU,M,377,NOT,1.5,1.5,0%,1,15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,,0,0,0,0,0,1.5,0.0
Yasser Larouci,SHU,D,333,NOT,1.25,1.25,1%,1,45,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,2,,0,0,0,0,0,1.25,-2.0
Max Lowe,SHU,D,306,NOT,0.0,0.0,2%,1,45,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,,1,0,2,0,0,0.0,-2.0
Ben Osborn,SHU,M,628,NOT,0.0,0.0,0%,1,90,0,0,0,0,1,2,1,0,1,0,4,0,0,2,0,0,0,2,0,2,,1,0,3,0,0,0.0,-3.0
Antwoine Hackford,SHU,F,531,NOT,0.0,0.0,0%,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0.0,0.0
Cameron Archer,SHU,F,219,NOT,-2.0,-2.0,12%,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0,4,0,0,-2.0,-2.0
Jayden Bogle,SHU,D,234,MCI,12.0,12.0,6%,1,18,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,,0,1,0,0,0,2.0,-2.0
Oliver Norwood,SHU,M,166,MCI,6.0,6.0,14%,1,79,0,1,0,0,2,0,0,0,0,0,6,0,2,0,0,0,0,1,0,3,,1,0,0,0,0,6.0,0.0
Gustavo Hamer,SHU,M,60,MCI,4.5,4.5,55%,1,90,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,3,,1,0,0,0,0,4.5,-0.5
Oliver McBurnie,SHU,F,190,MCI,3.0,3.0,21%,1,18,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,,0,0,1,0,0,3.0,0.0
Vinicius de Souza Costa,SHU,M,157,MCI,2.5,2.5,3%,1,90,0,0,0,0,0,0,1,0,0,1,2,2,0,3,0,0,0,2,0,3,,1,0,5,0,0,2.5,-2.0
Anel Ahmedhodzic,SHU,D,319,MCI,0.5,0.5,12%,1,90,0,0,0,0,1,0,0,0,0,1,2,0,2,0,0,0,0,2,0,3,,1,0,0,0,0,0.5,-4.0
Benie Traore,SHU,F,257,MCI,0.5,0.5,3%,1,90,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,3,,1,0,2,0,0,0.5,-0.5
Ben Osborn,SHU,M,628,MCI,0.0,0.0,0%,1,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,,1,0,0,0,0,0.0,0.0
George Baldock,SHU,D,303,MCI,-0.75,-0.75,2%,1,70,0,0,0,0,1,1,1,0,0,0,3,0,1,1,0,0,0,1,0,3,,1,0,4,0,0,-0.75,-4.5
Yasser Larouci,SHU,D,333,MCI,-1.25,-1.25,1%,1,72,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,2,0,3,,0,0,0,0,0,-1.25,-4.0
John Egan,SHU,D,304,MCI,-1.5,-1.5,6%,1,90,0,0,0,0,0,0,1,0,0,2,6,0,1,0,0,0,0,2,0,3,,1,0,5,0,0,-1.5,-6.0
Jack Robinson,SHU,D,288,MCI,-1.5,-1.5,2%,1,90,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,2,0,3,,1,0,0,0,0,-1.5,-4.0
Chris Basham,SHU,D,265,MCI,-1.75,-1.75,0%,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,,0,0,1,0,0,-1.75,-2.0
William Osula,SHU,F,721,MCI,-2.5,-2.5,0%,1,70,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,1,0,3,,1,0,5,1,0,-2.5,-3.0
Oliver McBurnie,SHU,F,190,EVE,17.0,17.0,21%,1,90,0,1,1,2,0,0,0,0,0,1,1,1,0,6,0,0,0,2,0,4,,1,1,0,1,0,11.0,0.0
Cameron Archer,SHU,F,219,EVE,15.5,15.5,12%,1,74,1,0,1,1,0,5,0,0,0,0,0,1,0,0,0,0,0,2,0,4,,1,1,1,0,0,0.5,-2.5
Gustavo Hamer,SHU,M,60,EVE,10.0,10.0,55%,1,90,0,2,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,4,,1,0,1,0,0,10.0,-1.0
George Baldock,SHU,D,303,EVE,8.5,8.5,2%,1,90,0,2,0,0,0,4,0,0,1,2,2,4,1,2,0,0,0,2,0,4,,1,0,2,0,0,8.5,-6.0
John Egan,SHU,D,304,EVE,7.5,7.5,6%,1,67,0,0,0,1,2,0,0,0,0,0,10,0,2,3,0,0,0,2,0,4,,1,0,1,0,0,7.5,-4.0
Oliver Norwood,SHU,M,166,EVE,6.5,6.5,14%,1,90,0,2,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,2,0,4,,1,0,0,0,0,6.5,-0.5
Anel Ahmedhodzic,SHU,D,319,EVE,4.0,4.0,12%,1,90,0,0,0,0,1,1,1,0,0,3,6,0,2,3,0,0,0,2,0,4,,1,0,6,0,0,4.0,-6.5
Luke Thomas,SHU,D,722,EVE,3.25,3.25,1%,1,21,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,,0,0,0,0,0,3.25,0.0
Chris Basham,SHU,D,265,EVE,2.75,2.75,0%,1,21,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,4,,0,0,1,0,0,2.75,0.0
Vinicius de Souza Costa,SHU,M,157,EVE,2.5,2.5,3%,1,90,0,0,0,0,0,0,0,0,0,1,4,0,0,3,0,0,0,2,0,4,,1,0,0,0,0,2.5,0.0
Yasser Larouci,SHU,D,333,EVE,2.0,2.0,1%,1,67,0,0,0,1,1,0,0,0,0,1,4,1,0,0,0,0,0,2,0,4,,1,0,2,0,0,2.0,-4.0
Jack Robinson,SHU,D,288,EVE,1.25,1.25,2%,1,90,0,0,0,0,0,0,0,0,0,1,5,0,1,2,0,0,0,2,0,4,,1,0,0,0,0,1.25,-4.0
Benie Traore,SHU,F,257,EVE,0.5,0.5,3%,1,14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,,0,0,0,0,0,0.5,-0.5
Gustavo Hamer,SHU,M,60,TOT,18.5,18.5,55%,1,80,1,3,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,5,,1,1,1,0,0,8.5,-0.5
Jack Robinson,SHU,D,288,TOT,9.75,9.75,2%,1,90,0,1,1,0,1,0,1,0,0,0,3,1,3,1,0,0,0,2,0,5,,1,1,3,0,0,2.75,-6.0
Jayden Bogle,SHU,D,234,TOT,9.25,9.25,6%,1,85,0,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,5,,1,0,2,1,0,3.25,-0.5
