Player,Team,Position,LiveRkOv,Status (Pilot),Opponent,FPTS,FP/G,GP,GS,MIN,G,KP,AT,SOT,TKW,YC,RC,PEN,ACNC,INT,CLR,BS,DW,DL,LBA,PKM,PKD,OG,GAO,CS,GW,Ghost Points,Negative Fpts,PTS,DPT,OFF,PKG,GPR,Default FPTS,Default Ghosts,Default Negative FPTS,Status (Default),Delta,Delta Ghosts,Delta Negative FPTS
Moussa Diaby,AVL,F,19,KFC,EVE 0<br/>@AVL 4 F,5.5,5.5,1,1,63,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,6.0,-0.5,0,0,0,0,1.09,8.0,8.0,0.0,Vroom,-2.5,-2.0,-0.5
Mykhailo Mudryk,CHE,M,162,tottiand,CHE 1<br/>@WHU 3 F,5.5,5.5,1,0,45,0,2,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,2,5.5,0.0,0,0,0,0,1.0,7.0,7.0,0.0,Pancake,-1.5,-1.5,0.0
James Garner,EVE,M,62,Badger12,EVE 0<br/>@AVL 4 F,5.5,5.5,1,1,90,0,1,0,0,1,0,0,0,0,0,1,1,6,3,2,0,0,0,4,0,2,6.25,-0.75,0,1,0,0,1.14,5.5,5.5,0.0,Vroom,0.0,0.75,-0.75
Kenny Tete,FUL,D,239,FA,BRF 3<br/>@FUL 0 F,5.5,5.5,1,1,85,0,0,0,0,3,0,0,0,0,1,5,0,10,5,0,0,0,0,2,0,2,8.75,-1.25,0,2,0,0,1.59,4.75,9.25,-4.5,FA,0.75,-0.5,3.25
Hamed Traore,BOU,M,363,FA,BOU 1<br/>@LIV 3 F,5.5,5.5,1,0,5,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,5.5,0.0,0,0,0,0,1.0,7.0,7.0,0.0,W (Thu),-1.5,-1.5,0.0
Adam Webster,BHA,D,316,FA,BHA 4<br/>@WOL 1 F,5.5,5.5,1,1,90,0,0,0,0,3,1,0,0,0,1,6,1,5,5,1,0,0,0,1,0,2,7.75,-2.25,0,3,0,0,1.41,3.5,7.5,-4.0,W (Thu),2.0,0.25,1.75
Harrison Reed,FUL,M,207,FA,BRF 3<br/>@FUL 0 F,5.5,5.5,1,1,66,0,3,0,0,2,1,0,0,0,0,0,1,4,3,1,0,0,0,2,0,2,7.25,-1.75,0,4,0,0,1.32,7.5,10.0,-2.5,FA,-2.0,-2.75,0.75
Ibrahima Konate,LIV,D,208,Catts4En,BOU 1<br/>@LIV 3 F,5.25,5.25,1,1,90,0,0,0,0,2,0,0,0,0,0,2,0,8,3,2,0,0,0,1,0,2,6.0,-0.75,0,0,0,0,1.14,4.5,6.5,-2.0,W (Thu),0.75,-0.5,1.25
Raphael Varane,MUN,D,211,FA,MUN 0<br/>@TOT 2 F,5.25,5.25,1,1,90,0,0,0,1,1,0,0,0,0,1,5,0,4,1,3,0,0,0,2,0,2,7.5,-0.25,0,0,1,0,1.43,4.25,8.25,-4.0,W (Thu),1.0,-0.75,3.75
Anel Ahmedhodzic,SHU,D,293,FA,SHU 1<br/>@NOT 2 F,5.25,5.25,1,1,90,0,0,0,0,3,0,0,0,0,1,4,1,9,9,2,0,0,0,2,0,2,9.5,-2.25,0,1,1,0,1.81,7.5,12.0,-4.5,W (Thu),-2.25,-2.5,2.25
John Egan,SHU,D,326,FA,SHU 1<br/>@NOT 2 F,5.25,5.25,1,1,90,0,0,0,0,1,0,0,0,0,4,2,0,6,4,1,0,0,0,2,0,2,8.25,-1.0,0,1,0,0,1.57,6.5,10.5,-4.0,W (Thu),-1.25,-2.25,3.0
Sasa Lukic,FUL,M,295,FA,BRF 3<br/>@FUL 0 F,5.25,5.25,1,1,90,0,1,0,0,1,0,0,0,0,0,1,0,9,4,0,0,0,0,3,0,2,6.25,-1.0,0,2,0,0,1.19,6.5,6.5,0.0,FA,-1.25,-0.25,-1.0
Declan Rice,ARS,M,38,xxx,ARS 1<br/>@CRY 0 F,5.0,5.0,1,1,90,0,1,0,0,0,0,0,0,0,1,1,2,2,8,3,0,0,0,0,1,2,6.0,-2.0,0,0,0,0,1.2,6.5,5.5,0.0,dsb_ff,-1.5,0.5,-2.0
Philip Billing,BOU,M,51,Bfred,BOU 1<br/>@LIV 3 F,5.0,5.0,1,1,90,0,0,0,0,2,0,0,0,0,1,3,1,5,6,1,0,0,0,3,0,2,6.5,-1.5,0,1,0,0,1.3,5.0,5.5,-0.5,dsb_ff,0.0,1.0,-1.0
Joel Veltman,BHA,D,167,FA,BHA 4<br/>@WOL 1 F,5.0,5.0,1,0,32,0,0,0,0,2,0,0,0,0,0,1,2,4,2,1,0,0,0,1,0,2,5.5,-0.5,0,1,0,0,1.1,2.25,4.25,-2.0,W (Thu),2.75,1.25,1.5
Elliot Anderson,NEW,M,180,FA,NEW 0<br/>@MCI 1 F,5.0,5.0,1,0,22,0,1,0,0,0,0,0,0,1,1,0,1,2,1,1,0,0,0,0,0,2,5.25,-0.25,0,0,0,0,1.05,6.0,6.0,0.0,deceptiv,-1.0,-0.75,-0.25
Danilo,NOT,M,306,FA,SHU 1<br/>@NOT 2 F,5.0,5.0,1,1,88,0,2,0,0,0,0,0,0,0,2,1,0,1,2,3,0,0,0,1,0,2,5.5,-0.5,0,0,0,0,1.1,6.5,6.5,0.0,W (Thu),-1.5,-1.0,-0.5
Jarrod Bowen,WHU,M,12,Badger12,CHE 1<br/>@WHU 3 F,4.75,4.75,1,1,90,0,0,0,2,1,0,0,0,0,0,0,0,3,5,0,0,0,0,1,0,2,6.0,-1.25,0,1,2,0,1.26,4.5,5.5,-1.0,dsb_ff,0.25,0.5,-0.25
Lewis Dunk,BHA,D,153,FA,BHA 4<br/>@WOL 1 F,4.75,4.75,1,1,90,0,0,0,0,1,0,0,0,0,1,2,0,4,1,4,0,0,0,1,0,2,5.0,-0.25,0,0,0,0,1.05,1.5,3.5,-2.0,W (Thu),3.25,1.5,1.75
Tyrick Mitchell,CRY,D,101,FA,ARS 1<br/>@CRY 0 F,4.75,4.75,1,1,90,0,2,0,0,2,0,0,0,1,0,2,0,3,5,0,0,0,0,1,0,2,6.0,-1.25,0,1,0,0,1.26,4.5,7.5,-3.0,W (Thu),0.25,-1.5,1.75
Justin Kluivert,BOU,M,307,FA,BOU 1<br/>@LIV 3 F,4.75,4.75,1,0,26,0,1,0,1,0,0,0,0,0,1,1,0,1,2,2,0,0,0,0,0,2,5.25,-0.5,0,1,0,0,1.11,5.5,6.0,-0.5,W (Thu),-0.75,-0.75,0.0
Illia Zabarnyi,BOU,D,192,FA,BOU 1<br/>@LIV 3 F,4.75,4.75,1,1,90,0,0,0,0,0,0,0,0,0,2,5,4,4,3,1,0,0,0,3,0,2,9.5,-0.75,0,0,0,0,2.0,4.25,10.25,-6.0,W (Thu),0.5,-0.75,5.25
Fabio Silva,WOL,F,305,FA,BHA 4<br/>@WOL 1 F,4.75,4.75,1,1,54,0,1,0,1,2,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,2,5.5,-0.75,0,0,1,0,1.16,6.0,7.0,-1.0,W (Thu),-1.25,-1.5,0.25
Orel Mangala,NOT,M,236,FA,SHU 1<br/>@NOT 2 F,4.75,4.75,1,1,68,0,0,0,0,2,0,0,0,0,2,0,0,4,2,1,0,0,0,1,0,2,5.25,-0.5,0,1,0,0,1.11,3.5,4.0,-0.5,W (Thu),1.25,1.25,0.0
Erling Haaland,MCI,F,1,TranzOTF,NEW 0<br/>@MCI 1 F,4.5,4.5,1,1,90,0,1,0,2,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,1,2,6.0,-1.5,0,2,0,0,1.33,6.5,7.0,-0.5,dsb_ff,-2.0,-1.0,-1.0
Jack Grealish,MCI,M,205,tottiand,NEW 0<br/>@MCI 1 F,4.5,4.5,1,1,90,0,0,0,0,1,0,0,0,0,1,1,1,4,6,1,0,0,0,0,1,2,5.0,-1.5,0,1,0,0,1.11,4.0,4.0,-1.0,Pancake,0.5,1.0,-0.5
Vitaly Janelt,BRF,M,144,chukdave,BRF 3<br/>@FUL 0 F,4.5,4.5,1,1,90,0,1,0,0,1,0,0,0,0,1,1,0,2,2,1,0,0,0,0,1,2,4.0,-0.5,0,0,0,0,0.89,5.0,4.0,0.0,W (Thu),-0.5,0.0,-0.5
Mario Lemina,WOL,M,132,FA,BHA 4<br/>@WOL 1 F,4.5,4.5,1,1,90,0,0,0,0,2,0,0,0,0,1,0,1,6,6,0,0,0,0,4,0,2,6.0,-1.5,0,2,0,0,1.33,6.0,6.5,-0.5,W (Thu),-1.5,-0.5,-1.0
Gabriel Martinelli,ARS,M,92,KFC,ARS 1<br/>@CRY 0 F,4.25,4.25,1,1,69,0,0,0,0,1,0,0,0,0,2,0,0,3,6,3,0,0,0,0,1,2,4.75,-1.5,0,1,0,0,1.12,4.5,4.0,-0.5,4b. DcbB,-0.25,0.75,-1.0
Pedro Neto,WOL,F,9,TranzOTF,BHA 4<br/>@WOL 1 F,4.25,4.25,1,1,90,0,2,0,0,0,0,0,0,0,1,0,0,5,6,1,0,0,0,4,0,2,5.75,-1.5,0,1,0,0,1.35,7.0,8.0,-1.0,Kish123,-2.75,-2.25,-0.5
Nicolas Jackson,CHE,F,130,Sean,CHE 1<br/>@WHU 3 F,4.25,4.25,1,1,90,0,1,0,0,3,1,0,0,0,0,1,0,7,4,0,0,0,0,3,0,2,6.25,-2.0,0,3,1,0,1.47,4.5,7.0,-2.5,Adam,-0.25,-0.75,0.5
Pablo Fornals,WHU,M,327,FA,CHE 1<br/>@WHU 3 F,4.25,4.25,1,0,13,0,1,0,1,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,2,4.75,-0.5,0,1,0,0,1.12,6.0,6.0,0.0,W (Thu),-1.75,-1.25,-0.5
Cody Gakpo,LIV,F,176,tottiand,BOU 1<br/>@LIV 3 F,4.0,4.0,1,1,62,0,1,0,0,1,0,0,0,0,0,1,0,6,3,0,0,0,0,1,0,2,4.75,-0.75,0,1,0,0,1.19,6.0,6.0,0.0,Pancake,-2.0,-1.25,-0.75
Jeffrey Schlupp,CRY,M,189,FA,ARS 1<br/>@CRY 0 F,4.0,4.0,1,1,73,0,2,0,0,1,0,0,0,0,0,1,0,4,3,0,0,0,0,1,0,2,4.75,-0.75,0,1,0,0,1.19,7.0,7.0,0.0,W (Thu),-3.0,-2.25,-0.75
Oliver Norwood,SHU,M,125,FA,SHU 1<br/>@NOT 2 F,4.0,4.0,1,1,90,0,0,0,0,3,1,0,0,0,1,1,0,4,1,2,0,0,0,2,0,2,5.25,-1.25,0,3,0,0,1.31,2.5,4.5,-2.0,W (Thu),1.5,0.75,0.75
Max Aarons,BOU,D,226,FA,BOU 1<br/>@LIV 3 F,4.0,4.0,1,1,90,0,0,0,0,2,0,0,0,1,0,4,2,9,6,0,0,0,0,3,0,2,9.5,-1.5,0,1,0,0,2.38,2.0,8.0,-6.0,W (Thu),2.0,1.5,4.5
Marcus Rashford,MUN,F,106,Boss,MUN 0<br/>@TOT 2 F,3.75,3.75,1,1,84,0,2,0,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,0,2,5.0,-1.25,0,0,1,0,1.33,5.0,7.0,-2.0,Maddihat,-1.25,-2.0,0.75
Joelinton,NEW,M,216,TranzOTF,NEW 0<br/>@MCI 1 F,3.75,3.75,1,1,56,0,2,0,0,0,1,0,0,0,2,0,1,1,3,0,0,0,0,1,0,2,5.5,-1.75,0,5,0,0,1.47,5.0,7.0,-2.0,4b. DcbB,-1.25,-1.5,0.25
Jordan Ayew,CRY,F,49,xxx,ARS 1<br/>@CRY 0 F,3.75,3.75,1,1,90,0,1,0,0,2,1,0,0,0,0,1,0,9,8,0,0,0,0,1,0,2,6.75,-3.0,0,6,0,0,1.8,4.0,6.0,-2.0,dsb_ff,-0.25,0.75,-1.0
Malo Gusto,CHE,D,185,FA,CHE 1<br/>@WHU 3 F,3.75,3.75,1,1,82,0,0,0,0,2,0,0,0,1,1,2,1,3,1,0,0,0,0,2,0,2,6.0,-0.25,0,0,0,0,1.6,2.5,6.5,-4.0,Maddihat,1.25,-0.5,3.75
Diego Carlos,AVL,D,318,FA,EVE 0<br/>@AVL 4 F,3.75,3.75,1,0,25,0,0,0,0,2,0,0,0,0,0,2,1,3,1,0,0,0,0,0,0,2,4.0,-0.25,0,0,0,0,1.07,4.5,4.5,0.0,W (Thu),-0.75,-0.5,-0.25
Dan Burn,NEW,D,73,tottiand,NEW 0<br/>@MCI 1 F,3.5,3.5,1,1,90,0,0,0,0,1,0,0,0,0,1,0,1,4,4,0,0,0,0,1,0,2,4.5,-1.0,0,0,1,0,1.29,2.0,4.0,-2.0,dsb_ff,1.5,0.5,1.0
Sven Botman,NEW,D,129,tottiand,NEW 0<br/>@MCI 1 F,3.5,3.5,1,1,90,0,0,0,0,1,0,0,0,0,0,2,0,5,1,1,0,0,0,1,0,2,3.75,-0.25,0,1,0,0,1.07,2.5,4.5,-2.0,Maddihat,1.0,-0.75,1.75
Kai Havertz,ARS,F,172,FA,ARS 1<br/>@CRY 0 F,3.5,3.5,1,1,90,0,1,0,0,0,1,0,0,0,1,0,0,8,7,1,0,0,0,0,1,2,6.25,-2.75,0,6,0,0,1.79,3.0,5.0,-2.0,W (Thu),0.5,1.25,-0.75
Mateo Kovacic,MCI,M,270,FA,NEW 0<br/>@MCI 1 F,3.5,3.5,1,1,90,0,0,0,0,1,0,0,0,0,0,0,0,5,3,1,0,0,0,0,1,2,3.25,-0.75,0,3,0,0,0.93,4.0,3.0,0.0,W (Thu),-0.5,0.25,-0.75
Ryan Christie,BOU,M,136,chukdave,BOU 1<br/>@LIV 3 F,3.5,3.5,1,1,62,0,0,0,0,1,0,0,0,0,2,1,1,2,6,1,0,0,0,3,0,2,5.0,-1.5,0,1,0,0,1.43,3.5,4.0,-0.5,W (Thu),0.0,1.0,-1.0
Arnaut Danjuma Groeneveld,EVE,F,220,FA,EVE 0<br/>@AVL 4 F,3.5,3.5,1,0,51,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,0,2,4.0,-0.5,0,0,0,0,1.14,3.0,4.0,-1.0,W (Thu),0.5,0.0,0.5
James Milner,BHA,M,320,FA,BHA 4<br/>@WOL 1 F,3.5,3.5,1,1,56,0,1,0,0,2,1,0,0,0,1,1,0,3,2,1,0,0,0,0,0,2,5.0,-1.5,0,4,0,0,1.43,3.0,5.5,-2.5,W (Thu),0.5,-0.5,1.0
Marcos Senesi,BOU,D,294,FA,BOU 1<br/>@LIV 3 F,3.5,3.5,1,1,83,0,1,0,0,3,0,0,0,0,2,8,0,4,6,2,0,0,0,3,0,2,9.0,-1.5,0,2,0,0,2.57,3.0,9.0,-6.0,W (Thu),0.5,0.0,4.5
Philippe Coutinho,AVL,M,375,FA,EVE 0<br/>@AVL 4 F,3.5,3.5,1,0,20,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,2,4.0,-0.5,0,0,0,0,1.14,5.0,5.0,0.0,W (Thu),-1.5,-1.0,-0.5
Chris Basham,SHU,D,285,FA,SHU 1<br/>@NOT 2 F,3.5,3.5,1,0,31,0,0,0,0,1,0,0,0,0,0,0,2,3,2,0,0,0,0,1,0,2,4.0,-0.5,0,0,0,0,1.14,2.0,4.0,-2.0,W (Thu),1.5,0.0,1.5
Vladimir Coufal,WHU,D,44,TranzOTF,CHE 1<br/>@WHU 3 F,3.25,3.25,1,1,90,0,0,0,0,0,0,0,0,1,1,4,0,3,5,0,0,0,0,1,0,2,4.5,-1.25,0,1,0,0,1.38,1.5,4.0,-2.5,deceptiv,1.75,0.5,1.25
Odsonne Edouard,CRY,F,64,draft,ARS 1<br/>@CRY 0 F,3.25,3.25,1,1,90,0,1,0,1,0,0,0,0,0,0,3,0,3,8,0,0,0,0,1,0,2,5.25,-2.0,0,3,0,0,1.62,6.0,6.0,0.0,XXX,-2.75,-0.75,-2.0
Christian Eriksen,MUN,M,175,TranzOTF,MUN 0<br/>@TOT 2 F,3.25,3.25,1,0,23,0,0,0,0,2,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,2,3.25,0.0,0,0,0,0,1.0,3.0,3.0,0.0,W (Thu),0.25,0.25,0.0
Boubacar Kamara,AVL,M,122,FA,EVE 0<br/>@AVL 4 F,3.25,3.25,1,1,90,0,0,0,0,1,0,0,0,0,1,0,0,3,6,3,0,0,0,0,1,2,3.75,-1.5,0,2,0,0,1.15,3.5,2.5,0.0,W (Thu),-0.25,1.25,-1.5
Joel Ward,CRY,D,215,FA,ARS 1<br/>@CRY 0 F,3.25,3.25,1,1,82,0,0,0,0,1,0,0,0,0,1,0,1,2,2,1,0,0,0,1,0,2,3.75,-0.5,0,0,0,0,1.15,2.0,4.0,-2.0,W (Thu),1.25,-0.25,1.5
Mason Mount,MUN,M,296,Badger12,MUN 0<br/>@TOT 2 F,3.0,3.0,1,1,84,0,2,0,0,1,0,0,0,0,0,0,1,1,5,1,0,0,0,2,0,2,4.25,-1.25,0,1,0,0,1.42,6.0,6.0,0.0,dsb_ff,-3.0,-1.75,-1.25
Ben Chilwell,CHE,D,193,ZB,CHE 1<br/>@WHU 3 F,3.0,3.0,1,1,60,0,2,0,0,1,0,0,0,1,0,1,0,4,3,0,0,0,0,2,0,2,5.75,-0.75,0,1,0,0,1.92,4.75,9.25,-4.5,W (Thu),-1.75,-3.5,3.75
Billy Gilmour,BHA,M,138,FA,BHA 4<br/>@WOL 1 F,3.0,3.0,1,1,90,0,0,0,0,3,0,0,0,0,0,0,0,4,5,3,0,0,0,1,0,2,4.25,-1.25,0,2,0,0,1.42,2.5,3.0,-0.5,avitek,0.5,1.25,-0.75
Amadou Onana,EVE,M,78,FA,EVE 0<br/>@AVL 4 F,3.0,3.0,1,1,90,0,0,0,0,1,0,0,0,0,0,1,0,5,2,1,0,0,0,4,0,2,3.5,-0.5,0,0,0,0,1.17,2.5,2.5,0.0,W (Thu),0.5,1.0,-0.5
Gabriel Magalhaes,ARS,D,151,ZB,ARS 1<br/>@CRY 0 F,2.75,2.75,1,0,19,0,0,0,0,1,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,2,3.25,-0.5,0,1,0,0,1.18,3.25,3.25,0.0,XXX,-0.5,0.0,-0.5
Ryan Yates,NOT,M,256,FA,SHU 1<br/>@NOT 2 F,2.75,2.75,1,0,20,0,0,0,0,1,0,0,0,0,2,1,0,1,2,0,0,0,0,0,0,2,3.25,-0.5,0,0,0,0,1.18,2.5,3.0,-0.5,W (Thu),0.25,0.25,0.0
Lewis Dobbin,EVE,F,349,FA,EVE 0<br/>@AVL 4 F,2.75,2.75,1,0,45,0,1,0,0,1,0,0,0,0,0,0,0,5,5,0,0,0,0,2,0,2,4.0,-1.25,0,0,0,0,1.45,5.5,6.0,-0.5,W (Thu),-2.75,-2.0,-0.75
Yasser Larouci,SHU,D,357,FA,SHU 1<br/>@NOT 2 F,2.75,2.75,1,0,45,0,0,0,0,0,0,0,0,0,2,1,0,3,4,0,0,0,0,1,0,2,3.75,-1.0,0,0,0,0,1.36,1.25,3.25,-2.0,W (Thu),1.5,0.5,1.0
Sean Longstaff,NEW,M,72,ZB,NEW 0<br/>@MCI 1 F,2.5,2.5,1,0,32,0,0,0,0,1,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,2,3.0,-0.5,0,0,0,0,1.2,1.0,1.0,0.0,W (Thu),1.5,2.0,-0.5
Danny Welbeck,BHA,F,244,FA,BHA 4<br/>@WOL 1 F,2.5,2.5,1,1,56,0,1,0,1,0,0,0,0,0,0,1,0,2,7,0,0,0,0,0,0,2,4.25,-1.75,0,1,1,0,1.7,1.5,4.0,-2.5,W (Thu),1.0,0.25,0.75
David Brooks,BOU,M,235,FA,BOU 1<br/>@LIV 3 F,2.5,2.5,1,0,13,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,3.0,-0.5,0,1,0,0,1.2,4.5,4.5,0.0,W (Thu),-2.0,-1.5,-0.5
Keane Lewis-Potter,BRF,F,338,FA,BRF 3<br/>@FUL 0 F,2.5,2.5,1,0,18,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2.5,0.0,0,0,0,0,1.0,2.0,2.0,0.0,W (Thu),0.5,0.5,0.0
Joao Pedro,BHA,F,82,KFC,BHA 4<br/>@WOL 1 F,2.25,2.25,1,0,32,0,0,0,0,1,1,0,0,0,0,2,0,5,2,1,0,0,0,1,0,2,3.75,-1.5,0,3,1,0,1.67,0.0,2.0,-2.0,Maddihat,2.25,1.75,0.5
Diogo Dalot,MUN,D,109,Badger12,MUN 0<br/>@TOT 2 F,2.25,2.25,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,2,2.25,0.0,0,0,0,0,1.0,-1.0,1.0,-2.0,4b. DcbB,3.25,1.25,2.0
Kurt Zouma,WHU,D,112,draft,CHE 1<br/>@WHU 3 F,2.25,2.25,1,1,90,0,0,0,0,0,0,0,0,0,1,3,0,2,2,0,0,0,0,1,0,2,2.75,-0.5,0,0,0,0,1.22,0.75,2.75,-2.0,XXX,1.5,0.0,1.5
Alex Iwobi,FUL,M,218,FA,BRF 3<br/>@FUL 0 F,2.25,2.25,1,1,49,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,2,2.5,-0.25,0,0,1,0,1.11,3.0,3.0,0.0,Vroom,-0.75,-0.5,-0.25
Brennan Johnson,TOT,F,248,Sean,MUN 0<br/>@TOT 2 F,2.0,2.0,1,1,88,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1,0,2,2.5,-0.5,0,0,1,0,1.25,0.5,0.5,0.0,deceptiv,1.5,2.0,-0.5
Aaron Wan-Bissaka,MUN,D,204,xxx,MUN 0<br/>@TOT 2 F,2.0,2.0,1,1,65,0,1,0,0,0,1,0,0,0,2,1,0,1,3,0,0,0,0,1,0,2,3.75,-1.75,0,5,0,0,1.88,1.25,5.25,-4.0,W (Thu),0.75,-1.5,2.25
Joe Rothwell,BOU,M,330,FA,BOU 1<br/>@LIV 3 F,2.0,2.0,1,1,75,0,1,0,0,0,0,0,1,0,2,0,0,2,4,0,0,0,0,3,0,2,4.0,-2.0,0,1,0,0,2.0,4.0,4.0,0.0,W (Thu),-2.0,0.0,-2.0
Toti,WOL,D,254,FA,BHA 4<br/>@WOL 1 F,2.0,2.0,1,0,18,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2,2.25,-0.25,0,1,0,0,1.12,2.25,2.25,0.0,W (Thu),-0.25,0.0,-0.25
Ben Osborn,SHU,M,380,FA,SHU 1<br/>@NOT 2 F,2.0,2.0,1,1,90,0,0,0,0,1,1,0,0,1,0,4,0,4,8,2,0,0,0,2,0,2,5.0,-3.0,0,3,0,0,2.5,0.0,3.0,-3.0,W (Thu),2.0,2.0,0.0
Pascal Gross,BHA,M,50,Catts4En,BHA 4<br/>@WOL 1 F,1.75,1.75,1,1,80,0,2,0,0,0,1,0,0,0,1,1,0,1,7,3,0,0,0,1,0,2,4.5,-2.75,0,4,0,0,2.57,3.5,6.0,-2.5,deceptiv,-1.75,-1.5,-0.25
Bruno Guimaraes,NEW,M,52,KFC,NEW 0<br/>@MCI 1 F,1.75,1.75,1,1,90,0,0,0,0,0,1,0,0,0,1,1,0,4,6,4,0,0,0,1,0,2,4.25,-2.5,0,6,0,0,2.43,-1.0,1.0,-2.0,Kish123,2.75,3.25,-0.5
Noni Madueke,CHE,F,378,KFC,CHE 1<br/>@WHU 3 F,1.75,1.75,1,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2.0,-0.25,0,0,0,0,1.14,2.0,2.0,0.0,FA,-0.25,0.0,-0.25
Neal Maupay,BRF,F,221,FA,BRF 3<br/>@FUL 0 F,1.75,1.75,1,0,39,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,2,2.25,-0.5,0,0,0,0,1.29,1.5,2.0,-0.5,W (Thu),0.25,0.25,0.0
Jesurun Rak-Sakyi,CRY,M,315,FA,ARS 1<br/>@CRY 0 F,1.75,1.75,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2.0,-0.25,0,0,0,0,1.14,3.5,3.5,0.0,W (Thu),-1.75,-1.5,-0.25
Naouirou Ahamada,CRY,M,387,FA,ARS 1<br/>@CRY 0 F,1.75,1.75,1,0,15,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2.0,-0.25,0,1,0,0,1.14,2.0,2.0,0.0,W (Thu),-0.25,0.0,-0.25
Evan Ferguson,BHA,F,63,Badger12,BHA 4<br/>@WOL 1 F,1.5,1.5,1,0,22,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,2,2.5,-1.0,0,2,1,0,1.67,2.5,2.5,0.0,deceptiv,-1.0,0.0,-1.0
Thiago Silva,CHE,D,76,Boss,CHE 1<br/>@WHU 3 F,1.5,1.5,1,1,90,0,0,0,0,0,0,0,0,0,0,4,2,7,4,0,0,0,0,3,0,2,6.5,-1.0,0,0,0,0,4.33,4.0,10.0,-6.0,Adam,-2.5,-3.5,5.0
Andreas Pereira,FUL,M,147,KFC,BRF 3<br/>@FUL 0 F,1.5,1.5,1,1,67,0,1,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,2,0,2,2.5,-1.0,0,1,0,0,1.67,3.5,4.0,-0.5,deceptiv,-2.0,-1.5,-0.5
Moises Caicedo,CHE,M,181,Catts4En,CHE 1<br/>@WHU 3 F,1.5,1.5,1,0,28,0,0,0,0,1,0,0,1,0,0,0,0,6,4,0,0,0,0,1,0,2,3.5,-2.0,0,2,0,0,2.33,3.0,3.0,0.0,FA,-1.5,0.5,-2.0
Ivan Perisic,TOT,M,277,FA,MUN 0<br/>@TOT 2 F,1.5,1.5,1,0,19,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2.0,-0.5,0,1,0,0,1.33,4.0,4.0,0.0,W (Thu),-2.5,-2.0,-0.5
Pierre-Emile Hojbjerg,TOT,M,319,FA,MUN 0<br/>@TOT 2 F,1.5,1.5,1,0,13,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1.75,-0.25,0,0,0,0,1.17,2.0,2.0,0.0,W (Thu),-0.5,-0.25,-0.25
Edson Alvarez,WHU,M,178,FA,CHE 1<br/>@WHU 3 F,1.5,1.5,1,0,8,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,2,1.75,-0.25,0,0,0,0,1.17,1.5,1.5,0.0,W (Thu),0.0,0.25,-0.25
Wataru Endo,LIV,M,376,FA,BOU 1<br/>@LIV 3 F,1.5,1.5,1,0,26,0,0,0,0,1,0,0,0,0,1,2,0,1,5,1,0,0,0,0,0,2,2.75,-1.25,0,2,0,0,1.83,2.0,2.0,0.0,W (Thu),-0.5,0.75,-1.25
Callum Wilson,NEW,F,36,chukdave,NEW 0<br/>@MCI 1 F,1.25,1.25,1,0,23,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1.5,-0.25,0,0,1,0,1.2,3.0,3.0,0.0,dsb_ff,-1.75,-1.5,-0.25
Abdoulaye Doucoure,EVE,M,30,KFC,EVE 0<br/>@AVL 4 F,1.25,1.25,1,1,88,0,1,0,0,0,0,0,0,0,1,0,0,3,10,1,0,0,0,4,0,2,3.75,-2.5,0,5,0,0,3.0,4.5,5.0,-0.5,XXX,-3.25,-1.25,-2.0
